Train_sizes,Score,Set
372,0.9086021505376344,Training
372,0.957983193277311,Validation
372,0.967741935483871,Training
372,0.7058823529411765,Validation
372,0.9704301075268817,Training
372,0.6638655462184874,Validation
372,0.9704301075268817,Training
372,0.6050420168067226,Validation
387,0.9276485788113695,Training
387,0.975,Validation
387,0.9121447028423773,Training
387,0.957983193277311,Validation
387,0.958656330749354,Training
387,0.7647058823529411,Validation
387,0.9431524547803618,Training
387,0.7647058823529411,Validation
387,0.9431524547803618,Training
387,0.6218487394957983,Validation
402,0.9253731343283582,Training
402,0.9833333333333333,Validation
402,0.917910447761194,Training
402,0.9495798319327731,Validation
402,0.9577114427860697,Training
402,0.7815126050420168,Validation
402,0.927860696517413,Training
402,0.7815126050420168,Validation
402,0.9228855721393034,Training
402,0.5966386554621849,Validation
416,0.9254807692307693,Training
416,0.975,Validation
416,0.9182692307692307,Training
416,0.9495798319327731,Validation
416,0.9615384615384616,Training
416,0.7983193277310925,Validation
416,0.9302884615384616,Training
416,0.8235294117647058,Validation
416,0.9134615384615384,Training
416,0.6302521008403361,Validation
431,0.9095127610208816,Training
431,0.975,Validation
431,0.9025522041763341,Training
431,0.9327731092436975,Validation
431,0.9582366589327146,Training
431,0.7815126050420168,Validation
431,0.9095127610208816,Training
431,0.8571428571428571,Validation
431,0.9118329466357309,Training
431,0.6470588235294118,Validation
446,0.8968609865470852,Training
446,0.9583333333333334,Validation
446,0.899103139013453,Training
446,0.9243697478991597,Validation
446,0.9461883408071748,Training
446,0.773109243697479,Validation
446,0.9103139013452914,Training
446,0.865546218487395,Validation
446,0.9237668161434978,Training
446,0.7310924369747899,Validation
461,0.8828633405639913,Training
461,0.9416666666666667,Validation
461,0.8893709327548807,Training
461,0.9327731092436975,Validation
461,0.9392624728850325,Training
461,0.7899159663865546,Validation
461,0.9175704989154013,Training
461,0.8823529411764706,Validation
461,0.9197396963123644,Training
461,0.7563025210084033,Validation
476,0.8718487394957983,Training
476,0.95,Validation
476,0.8949579831932774,Training
476,0.8823529411764706,Validation
476,0.9201680672268907,Training
476,0.773109243697479,Validation
476,0.907563025210084,Training
476,0.8571428571428571,Validation
476,0.9243697478991597,Training
476,0.7899159663865546,Validation
