PC1 - 83.80%,PC2 - 8.60%,PC3 - 3.20%,Class,Date,Position,Acquisition,N
2.636520144138198,-0.32375659067555396,-0.650644552262209,Healty,day_1,A2,1,1
4.538180510808727,0.003546268568139439,-0.3416996723318524,Healty,day_1,A2,1,2
3.6295592436089983,0.20142530556635962,0.11479016825570393,Healty,day_1,A2,1,4
-1.5432968025442977,-0.34294576305828267,-1.4765593448160261,Healty,day_1,A2,1,6
2.7543575627340715,-0.14258532416576122,-0.6208254370885821,Healty,day_1,A2,1,7
2.1310924509872327,-0.3188084775321485,-0.8419269640184354,Healty,day_1,A2,1,8
3.532240374400117,0.03962661372652154,-0.6198104287774676,Healty,day_1,A6,1,0
1.8343761313001448,-0.27852510275716613,-0.1145828653386039,Healty,day_1,A6,1,1
-1.6507113329256686,-1.2148630889642056,-0.6704313030763496,Healty,day_1,A6,1,2
2.530558038915164,-0.2790979416050784,-0.06739813773623675,Healty,day_1,A6,1,3
-0.46901191268089965,-0.49009877931377355,-0.8830675319273188,Healty,day_1,A6,1,4
0.04845718059011661,-0.4996106902484945,-0.27340400936035364,Healty,day_1,A6,1,6
-0.9970667225876982,-1.1614040974060655,-0.1339079299545192,Healty,day_1,A6,1,7
1.531671668229722,-0.3649647001057573,-0.09140205148333812,Healty,day_1,A6,1,9
1.4331140065178813,-0.06785290828429036,-0.38140929931614675,Healty,day_1,B1,1,10
1.7426573294004897,0.3516478844479278,-0.5952860974618163,Healty,day_1,B1,1,11
1.3808696219285834,-0.1495515703605526,-0.23299091194919072,Healty,day_1,B1,1,13
1.3392404316531448,-0.22489607576729373,0.15173655983614817,Healty,day_1,B1,1,14
2.456992493324152,0.22665409949326862,-0.1254220230182089,Healty,day_1,B1,1,16
1.0496162254374364,0.02569125721119422,-0.20245377887466498,Healty,day_1,B1,1,17
-7.029352075403604,-2.0938960400489557,0.01301189852722635,Healty,day_1,B5,1,0
-6.175699778883929,-2.1741451836417847,1.3772175247362621,Healty,day_1,B5,1,1
-7.261332925940662,-0.01218023774423924,-0.4447072442486003,Healty,day_1,B5,1,4
-3.5629282998048537,0.07333976926845083,-0.1186315136510507,Healty,day_1,C2,1,1
-5.926949729644357,-1.1729885053826823,0.03449693394241526,Healty,day_1,C2,1,2
-7.769164130942612,-2.131443795506259,0.1260537604403591,Healty,day_1,C2,1,3
0.34094772075565655,1.2228783995569372,0.6717508411384226,Healty,day_1,C2,1,4
-6.8384882304147725,-2.986047366050368,1.1708972895806355,Healty,day_1,C2,1,5
-4.538985556053925,-0.5430181718860352,0.2918294886784922,Healty,day_1,C2,1,7
-3.39071876924176,-0.07338114985627636,0.01687280032951226,Healty,day_1,C2,1,8
-3.7694521833854697,0.5346841657084346,-0.2874589073351623,Healty,day_1,C4,1,0
-5.858591445443547,-0.8523880675323425,0.27670046273827137,Healty,day_1,C4,1,1
-6.3361944912974755,-1.1840526976837513,0.3118553959661853,Healty,day_1,C4,1,4
-3.990555078944591,-0.3546221999888574,0.043062903104228493,Healty,day_1,C4,1,5
-3.580757734155044,0.3978644226713381,-0.16300418310940704,Healty,day_1,C4,1,6
-6.166267884305294,-0.7887953998674916,0.0188710452771449,Healty,day_1,C4,1,7
-4.166961602701772,-0.3552881057866143,-0.07866759265056773,Healty,day_1,C4,1,8
-5.158037986962429,-0.11618228648233052,-0.3541446076560063,Healty,day_1,C4,1,9
-7.282804684329766,-2.6938828969747237,0.5771290633843552,Healty,day_1,C6,1,0
-0.28938901628051233,0.5495431002662834,0.7779843466806639,Healty,day_1,C6,1,1
-0.7830767675280591,0.5577686116869905,0.6807396850961319,Healty,day_1,C6,1,5
-6.073996123265665,-1.1760198746654627,0.029382939374696344,Healty,day_1,C6,1,6
-0.13484807203392923,0.3610020855286987,1.2060027341310853,Healty,day_1,C6,1,7
-7.682237043279068,-0.5451615077822928,-0.663129451534386,Healty,day_1,C6,1,8
-4.203650870187998,0.1606029266112442,-0.1936712965225662,Healty,day_1,C6,1,9
-1.5870136146144758,0.3067712146129813,0.869926828170927,Healty,day_1,D1,1,1
-1.2564411826511785,0.21243649759282784,0.6910526049858425,Healty,day_1,D1,1,2
0.5660173974409561,0.9063002980444953,0.6300370241869423,Healty,day_1,D1,1,3
-0.7564454404957118,0.6197184014009487,0.48309448211754796,Healty,day_1,D1,1,4
-1.4666420311415256,0.2672430008242397,0.5868148057718986,Healty,day_1,D1,1,5
-2.5002725467107645,-0.7958511122404976,0.9735666028785557,Healty,day_1,D1,1,6
-2.9173637868346045,0.6570749650527846,-0.048106119677552114,Healty,day_1,D1,1,7
1.696814867994375,0.8699418864117854,0.8359175888412064,Healty,day_1,D1,1,8
-3.833483670462153,-0.49061150027686684,0.12149520140514421,Healty,day_1,D3,1,1
-2.0892401236620914,0.09534315656507829,0.8450403651267476,Healty,day_1,D3,1,2
-2.6594984971298112,0.10374919547110004,0.505334121772198,Healty,day_1,D3,1,6
-2.6054195193206957,0.19023007167317704,0.5470126804852241,Healty,day_1,D3,1,7
2.3601206532745325,0.9969448288237643,0.7668132297198337,Healty,day_1,D5,1,0
1.4537895880762346,0.969857251930767,0.854869480254018,Healty,day_1,D5,1,2
-0.3095023678337363,0.7751053212726358,0.5854327210319407,Healty,day_1,D5,1,4
1.7788697360233545,0.42736298401286743,0.6231848355954822,Healty,day_1,D5,1,5
1.894073288263174,1.0456498442216373,0.8586547769245503,Healty,day_1,D5,1,6
-3.5052766567287135,-0.8146634078570101,1.0678183429762886,Healty,day_1,D5,1,7
-2.1468545373329366,-0.07313573105685363,0.8844534131988915,Healty,day_1,D5,1,8
-3.384198141445877,0.4879610006815596,-0.4757276435647759,Healty,day_1,E2,1,0
-3.182530529314527,-0.7482125472062726,1.4633735563928183,Healty,day_1,E2,1,1
0.4904340265442722,0.337574950520755,1.0044039238929967,Healty,day_1,E2,1,3
-4.322927178570657,-0.8879842447973573,0.7859279063849268,Healty,day_1,E2,1,4
-1.6200980385962362,0.24239344960843123,0.7574125595648968,Healty,day_1,E2,1,5
-3.8684432514755938,-0.284687515085205,0.5150177172145565,Healty,day_1,E2,1,6
1.0315749970416495,1.001599087126622,0.7870048700042951,Healty,day_1,E2,1,7
-3.8316039102703785,-0.31919645879316755,0.17965439956332577,Healty,day_1,E2,1,8
-3.1115402537577657,-0.5020447245588366,0.5784556527136534,Healty,day_1,E4,1,0
-0.4100427337136623,0.7750895835354517,0.6470423668272998,Healty,day_1,E4,1,1
-4.883556141574256,-1.1550536679253385,0.7944041358063463,Healty,day_1,E4,1,2
0.564740618390468,0.5209899295617544,1.2734366186814843,Healty,day_1,E4,1,3
-1.1125802755157588,0.26417948001625885,0.5469116532458594,Healty,day_1,E4,1,5
-0.2915032868567751,0.8171095921690285,0.5749908639988659,Healty,day_1,E4,1,6
2.3154681428879105,0.37937109820805914,1.1774886029922678,Healty,day_1,E4,1,7
-4.866594100743069,-0.20561410726443943,0.15827491159136112,Healty,day_1,E6,1,0
-0.30857232406251195,0.49239765124709123,0.8310818392069462,Healty,day_1,E6,1,2
-3.3346738239972553,-0.6943072904594969,0.9750426708359027,Healty,day_1,E6,1,3
-4.8210146901365665,-0.9501886638575197,0.4180393400722735,Healty,day_1,E6,1,6
-3.636593392098464,-0.03425847890405969,0.45091372881896485,Healty,day_1,E6,1,8
-1.9714386907766666,0.05576895081294634,0.8885660974484737,Healty,day_1,F1,1,0
-3.0501911777156607,-0.7742869818703234,1.0893021435873094,Healty,day_1,F1,1,1
-1.7744537114450938,0.3641673524488194,0.7417207638934572,Healty,day_1,F1,1,2
-2.6601809597194492,0.2661969543041205,0.6733480090625185,Healty,day_1,F1,1,4
-0.4691168595376153,0.4161233538071637,0.728024033170984,Healty,day_1,F1,1,5
-0.1749554062932498,0.5754753532444132,0.8970905880058979,Healty,day_1,F5,1,0
-3.4608106619185546,0.14217401837004662,0.16560291088945833,Healty,day_1,F5,1,2
-1.7834612329368036,0.4635877662325444,0.5038008466751228,Healty,day_1,F5,1,3
1.788204698409991,1.1029834814755974,0.3646220597195872,Healty,day_1,F5,1,4
-3.250111822021904,-1.5820392611566256,2.3493718166274173,Healty,day_1,F5,1,5
-5.921518253149712,-1.0021350357729113,0.3186614852511007,Healty,day_1,F5,1,6
-3.5629645652762085,0.16019235630563838,0.16927906044701688,Healty,day_1,G2,1,1
1.7016401599276367,1.0102352613761538,0.7423580637634458,Healty,day_1,G2,1,2
-1.3173294031213048,0.50602288310257,0.7041304557606597,Healty,day_1,G2,1,3
-5.896972819775047,-0.6398882670701703,-0.0026558736590512806,Healty,day_1,G2,1,4
-2.199545317884886,0.6439558033514191,0.4029046092199155,Healty,day_1,G2,1,5
-1.0782494339610882,-0.08073748670047838,0.884630730596876,Healty,day_1,G2,1,7
-3.6334257732753863,-0.10422776106965209,0.3995682296080818,Healty,day_1,G4,1,1
-2.7816531680548255,0.7139824819437384,0.4817769053862273,Healty,day_1,G4,1,3
-2.482211516948262,0.6155038583118585,-0.42423845194332815,Healty,day_1,G4,1,4
-5.368126496206148,-1.3726724332563067,0.9976471022004102,Healty,day_1,G4,1,5
-2.1683215773181685,0.28010616755995116,0.6250972159604169,Healty,day_1,G6,1,0
-2.839651876669706,-0.654822405089733,1.3413564710581098,Healty,day_1,G6,1,1
-5.128906548173802,-0.38385986813807244,0.14578912680521008,Healty,day_1,G6,1,2
-4.935440195788067,-0.8311375005389137,0.47718137858882287,Healty,day_1,G6,1,3
-0.6389315068425069,0.31338132578262295,1.0943132757197218,Healty,day_1,G6,1,4
-4.812255915053623,-0.013849292222424066,0.2393921230212919,Healty,day_1,G6,1,5
-1.2107602227000207,0.003395752963818567,1.3512618549144015,Healty,day_1,H1,1,0
-4.20951098013743,-1.5192205498303462,1.4193092317445362,Healty,day_1,H1,1,1
2.4769566838267005,1.0856463344647664,1.1123729180005724,Healty,day_1,H1,1,2
-3.549329094767258,-0.2184168948803191,0.2927842696194475,Healty,day_1,H1,1,3
-2.559220987440182,-0.07171527946988428,0.5164991004717708,Healty,day_1,H1,1,4
-2.019037497803368,-0.5588826252259389,0.7861647520672718,Healty,day_1,H1,1,6
-1.213648759307609,0.023142264121373074,1.0835415748299777,Healty,day_1,H1,1,7
-4.244250584533932,-0.14600144318140934,0.17670498994257317,Healty,day_1,I2,1,0
-0.5083729421426941,0.8244740842990812,0.4523900465093382,Healty,day_1,I2,1,1
-3.1624587376823974,0.17171675171126735,0.45480180440781937,Healty,day_1,I2,1,2
-5.796474290609409,-0.30252004115870673,-0.3230403980993362,Healty,day_1,I2,1,3
-0.13436286811567305,0.6531360438936284,0.9395152713950512,Healty,day_1,I2,1,4
-3.725207530333882,-0.1333914611391845,0.43368530138071687,Healty,day_1,I2,1,5
0.7350672551217755,0.867405855542369,0.5835669083749282,Healty,day_1,I4,1,0
-2.212821117369053,-0.3233965395903951,0.7079132363833448,Healty,day_1,I4,1,1
0.6954907979526579,0.49305812961440315,1.1229762543273518,Healty,day_1,I4,1,2
-2.8326543780594258,-0.21119852484510143,0.8413076961377587,Healty,day_1,I4,1,3
-2.9163129065738236,0.4206237128485578,0.09868387684135983,Healty,day_1,I4,1,4
-3.9778064556411543,-0.3372367885112449,0.4428178649448296,Healty,day_1,I4,1,5
-0.4496956756121075,-0.42679466562559787,1.8174922867445005,Healty,day_1,I4,1,6
-1.4007637074339923,0.5091177877711358,0.5678387123648864,Healty,day_1,L5,1,2
-3.0976631542422948,-0.9596876602239812,1.1698453675658498,Healty,day_1,L5,1,3
-2.9335658674008487,-0.8484531657033999,1.5262700202545318,Healty,day_1,L5,1,4
-5.1438674050533715,0.3785631459594696,-0.42477323875709855,Healty,day_1,L5,1,5
-4.713239003655014,-1.7882920079980629,0.6747828573987824,Healty,day_1,L5,1,7
0.7890956301899086,0.17110312272848888,0.6598394293788701,Healty,day_2,A2,1,0
1.0567864505116191,0.2966014089747914,0.291123043476258,Healty,day_2,A2,1,1
2.1068795745792857,0.2958545435017658,0.011463315858910358,Healty,day_2,A2,1,2
1.9974112795578676,0.3630211648740682,-0.6513620019801029,Healty,day_2,A2,1,3
1.5788599439841646,-0.06254421266276468,0.5473682636294671,Healty,day_2,A2,1,4
1.416015469123765,-0.08203675037696717,0.6693385345961849,Healty,day_2,A2,1,5
0.5027116183834295,0.11798802082784486,0.5125558365257734,Healty,day_2,A2,1,6
0.572982300720151,0.17640690131298792,0.48155179871135256,Healty,day_2,A2,1,7
0.6794749035908079,0.01137682494457199,0.8820947704956932,Healty,day_2,A2,1,8
1.1680203465196033,0.059014923347382314,0.6560137486638742,Healty,day_2,A2,1,9
-2.947742583602525,0.08902167134610516,-0.19423966206354829,Healty,day_2,A6,1,0
-2.482118356682853,-0.6997426372598189,0.1754886781306841,Healty,day_2,A6,1,1
-1.450233198346014,0.8771364929520539,-0.13463546110632751,Healty,day_2,A6,1,3
-3.208929275390702,-0.607840460216651,0.6401444373725819,Healty,day_2,A6,1,4
