Train_sizes,Score,Set
372,0.9583333333333334,Validation
372,0.9193548387096774,Training
372,0.9663865546218487,Validation
372,0.9650537634408602,Training
372,0.7983193277310925,Validation
372,0.9758064516129032,Training
372,0.7394957983193278,Validation
372,0.967741935483871,Training
372,0.5714285714285714,Validation
387,0.9276485788113695,Training
387,0.95,Validation
387,0.9121447028423773,Training
387,0.9663865546218487,Validation
387,0.9560723514211886,Training
387,0.8235294117647058,Validation
387,0.9638242894056848,Training
387,0.7899159663865546,Validation
387,0.958656330749354,Training
387,0.6470588235294118,Validation
402,0.9228855721393034,Training
402,0.9583333333333334,Validation
402,0.9154228855721394,Training
402,0.9495798319327731,Validation
402,0.9527363184079602,Training
402,0.8319327731092437,Validation
402,0.9502487562189055,Training
402,0.8151260504201681,Validation
402,0.9328358208955224,Training
402,0.5882352941176471,Validation
416,0.9254807692307693,Training
416,0.9583333333333334,Validation
416,0.9158653846153846,Training
416,0.9411764705882353,Validation
416,0.9567307692307693,Training
416,0.8235294117647058,Validation
416,0.9399038461538461,Training
416,0.8319327731092437,Validation
416,0.9278846153846154,Training
416,0.6554621848739496,Validation
431,0.9095127610208816,Training
431,0.9,Validation
431,0.8955916473317865,Training
431,0.9327731092436975,Validation
431,0.9303944315545244,Training
431,0.8151260504201681,Validation
431,0.9327146171693735,Training
431,0.8067226890756303,Validation
431,0.9164733178654292,Training
431,0.7058823529411765,Validation
446,0.905829596412556,Training
446,0.8916666666666667,Validation
446,0.8789237668161435,Training
446,0.907563025210084,Validation
446,0.9327354260089686,Training
446,0.8067226890756303,Validation
446,0.92152466367713,Training
446,0.8067226890756303,Validation
446,0.9147982062780269,Training
446,0.7647058823529411,Validation
461,0.9045553145336226,Training
461,0.9166666666666666,Validation
461,0.8720173535791758,Training
461,0.8907563025210085,Validation
461,0.9370932754880694,Training
461,0.8151260504201681,Validation
461,0.9154013015184381,Training
461,0.865546218487395,Validation
461,0.911062906724512,Training
461,0.8067226890756303,Validation
476,0.8949579831932774,Training
476,0.925,Validation
476,0.884453781512605,Training
476,0.8739495798319328,Validation
476,0.9243697478991597,Training
476,0.8235294117647058,Validation
476,0.9180672268907563,Training
476,0.8571428571428571,Validation
476,0.9117647058823529,Training
476,0.8571428571428571,Validation
