Train_sizes,Score,Set
372,0.825,Validation
372,0.8118279569892473,Training
372,0.5042016806722689,Validation
372,0.9166666666666666,Training
372,0.6974789915966386,Validation
372,0.8924731182795699,Training
372,0.4369747899159664,Validation
372,0.8709677419354839,Training
372,0.25210084033613445,Validation
387,0.8630490956072352,Training
387,0.825,Validation
387,0.8036175710594315,Training
387,0.5042016806722689,Validation
387,0.917312661498708,Training
387,0.773109243697479,Validation
387,0.8811369509043928,Training
387,0.5630252100840336,Validation
387,0.8682170542635659,Training
387,0.42016806722689076,Validation
402,0.8656716417910447,Training
402,0.8333333333333334,Validation
402,0.7985074626865671,Training
402,0.4789915966386555,Validation
402,0.9154228855721394,Training
402,0.773109243697479,Validation
402,0.8830845771144279,Training
402,0.7142857142857143,Validation
402,0.8532338308457711,Training
402,0.4957983193277311,Validation
416,0.8701923076923077,Training
416,0.825,Validation
416,0.8076923076923077,Training
416,0.453781512605042,Validation
416,0.9158653846153846,Training
416,0.7563025210084033,Validation
416,0.8918269230769231,Training
416,0.8235294117647058,Validation
416,0.8701923076923077,Training
416,0.5882352941176471,Validation
431,0.7981438515081206,Training
431,0.7083333333333334,Validation
431,0.7935034802784223,Training
431,0.4957983193277311,Validation
431,0.877030162412993,Training
431,0.7647058823529411,Validation
431,0.8654292343387471,Training
431,0.8319327731092437,Validation
431,0.8863109048723898,Training
431,0.6974789915966386,Validation
446,0.804932735426009,Training
446,0.7,Validation
446,0.7825112107623319,Training
446,0.4369747899159664,Validation
446,0.8452914798206278,Training
446,0.7394957983193278,Validation
446,0.9237668161434978,Training
446,0.9327731092436975,Validation
446,0.905829596412556,Training
446,0.7983193277310925,Validation
461,0.8199566160520607,Training
461,0.6916666666666667,Validation
461,0.7678958785249458,Training
461,0.3697478991596639,Validation
461,0.8394793926247288,Training
461,0.7310924369747899,Validation
461,0.8459869848156182,Training
461,0.8151260504201681,Validation
461,0.9154013015184381,Training
461,0.8067226890756303,Validation
476,0.8214285714285714,Training
476,0.6666666666666666,Validation
476,0.7626050420168067,Training
476,0.3445378151260504,Validation
476,0.8382352941176471,Training
476,0.7226890756302521,Validation
476,0.842436974789916,Training
476,0.8067226890756303,Validation
476,0.9201680672268907,Training
476,0.8235294117647058,Validation
