Train_sizes,Score,Set
372,0.7083333333333334,Validation
372,0.7634408602150538,Training
372,0.42857142857142855,Validation
372,0.7553763440860215,Training
372,0.6218487394957983,Validation
372,0.7258064516129032,Training
372,0.5378151260504201,Validation
372,0.728494623655914,Training
372,0.2689075630252101,Validation
387,0.7364341085271318,Training
387,0.725,Validation
387,0.7674418604651163,Training
387,0.42016806722689076,Validation
387,0.7493540051679587,Training
387,0.6134453781512605,Validation
387,0.7002583979328165,Training
387,0.5714285714285714,Validation
387,0.689922480620155,Training
387,0.24369747899159663,Validation
402,0.7388059701492538,Training
402,0.725,Validation
402,0.7711442786069652,Training
402,0.42016806722689076,Validation
402,0.7388059701492538,Training
402,0.6470588235294118,Validation
402,0.6741293532338308,Training
402,0.5294117647058824,Validation
402,0.664179104477612,Training
402,0.20168067226890757,Validation
416,0.7524038461538461,Training
416,0.7166666666666667,Validation
416,0.7716346153846154,Training
416,0.4117647058823529,Validation
416,0.7379807692307693,Training
416,0.680672268907563,Validation
416,0.6610576923076923,Training
416,0.5462184873949579,Validation
416,0.6490384615384616,Training
416,0.19327731092436976,Validation
431,0.7354988399071926,Training
431,0.5916666666666667,Validation
431,0.740139211136891,Training
431,0.35294117647058826,Validation
431,0.7911832946635731,Training
431,0.6554621848739496,Validation
431,0.6983758700696056,Training
431,0.5798319327731093,Validation
431,0.6473317865429234,Training
431,0.226890756302521,Validation
446,0.6838565022421524,Training
446,0.575,Validation
446,0.6995515695067265,Training
446,0.2689075630252101,Validation
446,0.7533632286995515,Training
446,0.5714285714285714,Validation
446,0.7690582959641256,Training
446,0.7394957983193278,Validation
446,0.6502242152466368,Training
446,0.226890756302521,Validation
461,0.648590021691974,Training
461,0.5666666666666667,Validation
461,0.6919739696312365,Training
461,0.2605042016806723,Validation
461,0.6919739696312365,Training
461,0.5462184873949579,Validation
461,0.7700650759219089,Training
461,0.7647058823529411,Validation
461,0.6550976138828634,Training
461,0.21008403361344538,Validation
476,0.6260504201680672,Training
476,0.5583333333333333,Validation
476,0.6743697478991597,Training
476,0.31932773109243695,Validation
476,0.6554621848739496,Training
476,0.5210084033613446,Validation
476,0.7247899159663865,Training
476,0.6974789915966386,Validation
476,0.6533613445378151,Training
476,0.23529411764705882,Validation
