PC1 - 83.80%,PC2 - 8.60%,Class,Date,Position,Acquisition,N
2.636520144138214,-0.3237565906755457,Healty,24-01-29,A2,1,1
4.538180510808727,0.003546268568148962,Healty,24-01-29,A2,1,2
3.629559243608992,0.20142530556636484,Healty,24-01-29,A2,1,4
-1.5432968025442921,-0.3429457630582854,Healty,24-01-29,A2,1,6
2.754357562734072,-0.14258532416575628,Healty,24-01-29,A2,1,7
2.131092450987235,-0.3188084775321447,Healty,24-01-29,A2,1,8
3.532240374400116,0.039626613726527225,Healty,24-01-29,A6,1,0
1.8343761313001485,-0.2785251027571637,Healty,24-01-29,A6,1,1
-1.6507113329256513,-1.2148630889642096,Healty,24-01-29,A6,1,2
2.53055803891517,-0.2790979416050745,Healty,24-01-29,A6,1,3
-0.46901191268089176,-0.4900987793137745,Healty,24-01-29,A6,1,4
0.04845718059012417,-0.49961069024849375,Healty,24-01-29,A6,1,6
-0.9970667225876804,-1.161404097406065,Healty,24-01-29,A6,1,7
1.531671668229727,-0.36496470010575466,Healty,24-01-29,A6,1,9
1.4331140065178831,-0.06785290828428824,Healty,24-01-29,B1,1,10
1.7426573294004837,0.35164788444793027,Healty,24-01-29,B1,1,11
1.3808696219285859,-0.14955157036055017,Healty,24-01-29,B1,1,13
1.3392404316531483,-0.22489607576729156,Healty,24-01-29,B1,1,14
2.456992493324145,0.22665409949327173,Healty,24-01-29,B1,1,16
1.0496162254374362,0.025691257211196066,Healty,24-01-29,B1,1,17
-7.029352075403566,-2.093896040048969,Healty,24-01-29,B5,1,0
-6.1756997788838905,-2.1741451836417975,Healty,24-01-29,B5,1,1
-7.261332925940664,-0.012180237744252252,Healty,24-01-29,B5,1,4
-3.562928299804858,0.0733397692684455,Healty,24-01-29,C2,1,1
-5.9269497296443445,-1.1729885053826907,Healty,24-01-29,C2,1,2
-7.7691641309425705,-2.131443795506271,Healty,24-01-29,C2,1,3
0.3409477207556379,1.2228783995569377,Healty,24-01-29,C2,1,4
-6.838488230414723,-2.986047366050382,Healty,24-01-29,C2,1,5
-4.538985556053916,-0.5430181718860443,Healty,24-01-29,C2,1,7
-3.3907187692417575,-0.07338114985628252,Healty,24-01-29,C2,1,8
-3.7694521833854804,0.5346841657084281,Healty,24-01-29,C4,1,0
-5.858591445443532,-0.852388067532349,Healty,24-01-29,C4,1,1
-6.336194491297455,-1.1840526976837633,Healty,24-01-29,C4,1,4
-3.9905550789445896,-0.35462219998886507,Healty,24-01-29,C4,1,5
-3.5807577341550516,0.39786442267133304,Healty,24-01-29,C4,1,6
-6.166267884305284,-0.7887953998674985,Healty,24-01-29,C4,1,7
-4.166961602701767,-0.3552881057866198,Healty,24-01-29,C4,1,8
-5.158037986962427,-0.11618228648233973,Healty,24-01-29,C4,1,9
-7.28280468432973,-2.6938828969747326,Healty,24-01-29,C6,1,0
-0.2893890162805207,0.5495431002662828,Healty,24-01-29,C6,1,1
