Train_sizes,Score,Set
372,0.8279569892473119,Training
372,0.05042016806722689,Validation
372,0.8225806451612904,Training
372,0.03361344537815126,Validation
387,0.7958656330749354,Training
387,0.475,Validation
387,0.7958656330749354,Training
387,0.6722689075630253,Validation
387,0.8113695090439277,Training
387,0.7983193277310925,Validation
387,0.8191214470284238,Training
387,0.24369747899159663,Validation
387,0.8062015503875969,Training
387,0.13445378151260504,Validation
402,0.7985074626865671,Training
402,0.4583333333333333,Validation
402,0.8034825870646766,Training
402,0.6386554621848739,Validation
402,0.7985074626865671,Training
402,0.8319327731092437,Validation
402,0.8059701492537313,Training
402,0.36134453781512604,Validation
402,0.8034825870646766,Training
402,0.2689075630252101,Validation
416,0.8125,Training
416,0.44166666666666665,Validation
416,0.8028846153846154,Training
416,0.6302521008403361,Validation
416,0.8052884615384616,Training
416,0.8235294117647058,Validation
416,0.8100961538461539,Training
416,0.46218487394957986,Validation
416,0.8173076923076923,Training
416,0.3697478991596639,Validation
431,0.8120649651972158,Training
431,0.45,Validation
431,0.8167053364269141,Training
431,0.6134453781512605,Validation
431,0.8120649651972158,Training
431,0.8067226890756303,Validation
431,0.8051044083526682,Training
431,0.5462184873949579,Validation
431,0.8259860788863109,Training
431,0.46218487394957986,Validation
446,0.8183856502242153,Training
446,0.4583333333333333,Validation
446,0.8139013452914798,Training
446,0.6134453781512605,Validation
446,0.8116591928251121,Training
446,0.7899159663865546,Validation
446,0.8161434977578476,Training
446,0.5714285714285714,Validation
446,0.8251121076233184,Training
446,0.5126050420168067,Validation
461,0.824295010845987,Training
461,0.45,Validation
461,0.8177874186550976,Training
461,0.6134453781512605,Validation
461,0.8156182212581344,Training
461,0.7815126050420168,Validation
461,0.824295010845987,Training
461,0.5714285714285714,Validation
461,0.8004338394793926,Training
461,0.5210084033613446,Validation
476,0.8298319327731093,Training
476,0.475,Validation
476,0.8172268907563025,Training
476,0.6134453781512605,Validation
476,0.8256302521008403,Training
476,0.773109243697479,Validation
476,0.8340336134453782,Training
476,0.5882352941176471,Validation
476,0.8046218487394958,Training
476,0.5882352941176471,Validation
