Run,Iteration,Ratio,Selected Variables,Selected Wavelengths,Accuracy,N components,RMSECV
308,1,1.0,545,545 wavelengths,0.9932885906040269,4.0,True
308,2,0.937972055474286,396,396 wavelengths,0.9932885906040269,4.0,True
308,3,0.879791576850657,310,310 wavelengths,0.9932885906040269,4.0,True
308,4,0.825219913727574,269,269 wavelengths,0.9932885906040269,4.0,True
308,5,0.7740332186973654,239,239 wavelengths,0.9932885906040269,4.0,True
308,6,0.7260215291469454,212,212 wavelengths,0.9865771812080537,4.0,True
308,7,0.6809879060125446,200,200 wavelengths,0.9865771812080537,4.0,True
308,8,0.6387476259557163,183,183 wavelengths,0.9865771812080537,4.0,True
308,9,0.5991274236470037,170,170 wavelengths,0.9865771812080537,4.0,True
308,10,0.5619647810491933,164,164 wavelengths,0.9865771812080537,4.0,True
308,11,0.5271072607848689,157,157 wavelengths,0.9865771812080537,4.0,True
308,12,0.49441188085380394,146,146 wavelengths,0.9865771812080537,4.0,True
308,13,0.4637445281353502,138,138 wavelengths,0.9865771812080537,4.0,True
308,14,0.4349794082700673,132,132 wavelengths,0.9865771812080537,4.0,True
308,15,0.4079985296640637,126,126 wavelengths,0.9865771812080537,4.0,True
308,16,0.38269121949948826,122,122 wavelengths,0.9798657718120806,4.0,True
308,17,0.35895366976589616,117,117 wavelengths,0.9731543624161074,4.0,True
308,18,0.33668851145035567,109,109 wavelengths,0.9798657718120806,4.0,True
308,19,0.3158044151396677,100,100 wavelengths,0.9731543624161074,4.0,True
308,20,0.2962157163964089,89,89 wavelengths,0.9731543624161074,4.0,True
308,21,0.2778420643721278,87,87 wavelengths,0.9731543624161074,4.0,True
308,22,0.2606080922163436,80,80 wavelengths,0.9798657718120806,4.0,True
308,23,0.24444310792939605,75,75 wavelengths,0.9731543624161074,4.0,True
308,24,0.22928080439105833,73,73 wavelengths,0.9731543624161074,4.0,True
308,25,0.2150589873754787,69,69 wavelengths,0.9798657718120806,4.0,True
308,26,0.20171932043679625,63,63 wavelengths,0.9798657718120806,4.0,True
308,27,0.18920708561897795,61,61 wavelengths,0.9798657718120806,4.0,True
308,28,0.17747095900833193,56,56 wavelengths,0.9798657718120806,4.0,True
308,29,0.1664628002080379,52,52 wavelengths,0.9865771812080537,4.0,True
308,30,0.15613745487113867,50,50 wavelengths,0.9865771812080537,4.0,True
308,31,0.14645256948200552,46,46 wavelengths,0.9798657718120806,4.0,True
308,32,0.13736841762652738,44,44 wavelengths,0.9798657718120806,4.0,True
308,33,0.12884773703840405,42,42 wavelengths,0.9798657718120806,4.0,True
308,34,0.12085557675312208,42,42 wavelengths,0.9798657718120806,4.0,True
308,35,0.11335915374265627,36,36 wavelengths,0.9731543624161074,4.0,True
308,36,0.10632771844282492,34,34 wavelengths,0.9731543624161074,4.0,True
308,37,0.09973242862170764,33,33 wavelengths,0.9731543624161074,4.0,True
308,38,0.09354623107174559,32,32 wavelengths,0.9664429530201343,4.0,True
308,39,0.08774375064023773,30,30 wavelengths,0.959731543624161,4.0,True
308,40,0.082301186143047,29,29 wavelengths,0.959731543624161,4.0,True
308,41,0.07719621273456559,25,25 wavelengths,0.9664429530201343,4.0,True
308,42,0.07240789033347075,25,25 wavelengths,0.9664429530201343,4.0,True
308,43,0.06791657772864225,24,24 wavelengths,0.959731543624161,4.0,True
308,44,0.06370385201291369,21,21 wavelengths,0.9530201342281879,4.0,True
308,45,0.059752433014182364,21,21 wavelengths,0.9530201342281879,4.0,True
308,46,0.05604611241390222,20,20 wavelengths,0.959731543624161,4.0,True
308,47,0.05256968726221077,19,19 wavelengths,0.9664429530201343,4.0,True
308,48,0.04930889761697621,18,18 wavelengths,0.9664429530201343,4.0,True
308,49,0.0462503680509663,18,18 wavelengths,0.9664429530201343,4.0,True
308,50,0.043381552787207116,15,15 wavelengths,0.9463087248322147,4.0,True
308,51,0.0406906842374829,14,14 wavelengths,0.9395973154362416,4.0,True
308,52,0.03816672473288696,13,13 wavelengths,0.912751677852349,4.0,True
308,53,0.03579932124842725,13,13 wavelengths,0.912751677852349,4.0,True
308,54,0.03357876293597159,10,499.31 - 504.19 - 505.164 - 506.625 - 749.008 - 761.076 - 763.223 - 941.147 - 941.537 - 948.534,0.8859060402684564,4.0,True
308,55,0.031495941291337044,9,499.31 - 504.19 - 505.164 - 506.625 - 749.008 - 763.223 - 941.147 - 941.537 - 948.534,0.87248322147651,4.0,True
308,56,0.029542312792132836,8,499.31 - 504.19 - 505.164 - 506.625 - 749.008 - 763.223 - 941.147 - 941.537,0.8926174496644296,4.0,True
308,57,0.027709863853101133,8,499.31 - 504.19 - 505.164 - 506.625 - 749.008 - 763.223 - 941.147 - 941.537,0.8926174496644296,4.0,True
308,58,0.025991077955205888,8,499.31 - 504.19 - 505.164 - 506.625 - 749.008 - 763.223 - 941.147 - 941.537,0.8926174496644296,4.0,True
308,59,0.024378904813636863,8,499.31 - 504.19 - 505.164 - 506.625 - 749.008 - 763.223 - 941.147 - 941.537,0.8926174496644296,4.0,True
308,60,0.022866731458258936,8,499.31 - 504.19 - 505.164 - 506.625 - 749.008 - 763.223 - 941.147 - 941.537,0.8926174496644296,4.0,True
308,61,0.02144835510788165,8,499.31 - 504.19 - 505.164 - 506.625 - 749.008 - 763.223 - 941.147 - 941.537,0.8926174496644296,4.0,True
308,62,0.020117957727082157,8,499.31 - 504.19 - 505.164 - 506.625 - 749.008 - 763.223 - 941.147 - 941.537,0.8926174496644296,4.0,True
308,63,0.018870082161216047,8,499.31 - 504.19 - 505.164 - 506.625 - 749.008 - 763.223 - 941.147 - 941.537,0.8926174496644296,4.0,True
308,64,0.017699609751724465,7,499.31 - 505.164 - 506.625 - 749.008 - 763.223 - 941.147 - 941.537,0.8859060402684564,4.0,True
308,65,0.01660173933991771,6,499.31 - 505.164 - 749.008 - 763.223 - 941.147 - 941.537,0.87248322147651,4.0,True
308,66,0.015571967573110938,6,499.31 - 505.164 - 749.008 - 763.223 - 941.147 - 941.537,0.87248322147651,4.0,True
308,67,0.01460607043232979,5,499.31 - 505.164 - 763.223 - 941.147 - 941.537,0.8859060402684564,4.0,True
308,68,0.013700085905814561,5,499.31 - 505.164 - 763.223 - 941.147 - 941.537,0.8859060402684564,4.0,True
308,69,0.012850297737251187,5,499.31 - 505.164 - 763.223 - 941.147 - 941.537,0.8859060402684564,4.0,True
308,70,0.012053220182066058,5,499.31 - 505.164 - 763.223 - 941.147 - 941.537,0.8859060402684564,4.0,True
308,71,0.011305583709256654,5,499.31 - 505.164 - 763.223 - 941.147 - 941.537,0.8859060402684564,4.0,True
308,72,0.010604321590108063,5,499.31 - 505.164 - 763.223 - 941.147 - 941.537,0.8859060402684564,4.0,True
308,73,0.009946557318784004,4,499.31 - 505.164 - 763.223 - 941.147,0.8657718120805369,4.0,True
308,74,0.009329592813192641,4,499.31 - 505.164 - 763.223 - 941.147,0.8657718120805369,4.0,True
308,75,0.008750897347728423,4,499.31 - 505.164 - 763.223 - 941.147,0.8657718120805369,4.0,True
308,76,0.008208097172493305,3,499.31 - 763.223 - 941.147,0.8053691275167785,4.0,True
308,77,0.007698965776416224,3,499.31 - 763.223 - 941.147,0.8053691275167785,4.0,True
308,78,0.007221414754331306,3,499.31 - 763.223 - 941.147,0.8053691275167785,4.0,True
308,79,0.006773485240552469,3,499.31 - 763.223 - 941.147,0.8053691275167785,4.0,True
