Train_sizes,Score,Set
372,0.9919354838709677,Training
372,0.6638655462184874,Validation
387,0.9844961240310077,Training
387,0.9666666666666667,Validation
387,0.9922480620155039,Training
387,0.9915966386554622,Validation
387,0.9922480620155039,Training
387,0.8739495798319328,Validation
387,0.9870801033591732,Training
387,0.8991596638655462,Validation
387,0.9896640826873385,Training
387,0.7394957983193278,Validation
402,0.9900497512437811,Training
402,0.9666666666666667,Validation
402,0.9925373134328358,Training
402,0.9915966386554622,Validation
402,0.9950248756218906,Training
402,0.8991596638655462,Validation
402,0.9800995024875622,Training
402,0.957983193277311,Validation
402,0.9800995024875622,Training
402,0.7142857142857143,Validation
416,0.9927884615384616,Training
416,0.9666666666666667,Validation
416,0.9927884615384616,Training
416,0.9915966386554622,Validation
416,1.0,Training
416,0.8907563025210085,Validation
416,0.9903846153846154,Training
416,0.9495798319327731,Validation
416,0.9879807692307693,Training
416,0.7226890756302521,Validation
431,0.974477958236659,Training
431,0.975,Validation
431,0.9814385150812065,Training
431,0.9915966386554622,Validation
431,0.9930394431554525,Training
431,0.8823529411764706,Validation
431,0.9675174013921114,Training
431,0.9495798319327731,Validation
431,0.988399071925754,Training
431,0.7394957983193278,Validation
446,0.9775784753363229,Training
446,0.9833333333333333,Validation
446,0.9820627802690582,Training
446,0.9915966386554622,Validation
446,0.9887892376681614,Training
446,0.8823529411764706,Validation
446,0.9775784753363229,Training
446,0.9747899159663865,Validation
446,0.9865470852017937,Training
446,0.7226890756302521,Validation
461,0.9674620390455532,Training
461,0.9833333333333333,Validation
461,0.9739696312364425,Training
461,0.9915966386554622,Validation
461,0.9891540130151844,Training
461,0.8823529411764706,Validation
461,0.982646420824295,Training
461,0.9747899159663865,Validation
461,0.9891540130151844,Training
461,0.7226890756302521,Validation
476,0.9705882352941176,Training
476,1.0,Validation
476,0.9726890756302521,Training
476,0.9915966386554622,Validation
476,0.9894957983193278,Training
476,0.8823529411764706,Validation
476,0.9747899159663865,Training
476,0.9747899159663865,Validation
476,0.9894957983193278,Training
476,0.7478991596638656,Validation
