PC1 - 84.90%,PC2 - 8.40%,Class,Date,Position,Acquisition,N
1.0792746836777052,0.811553269408118,Healty,24-01-30,D3,1,7
1.465124641596409,0.6009404922911709,Healty,24-01-30,D3,1,8
-0.2834511431730483,0.3464696595545149,Healty,24-01-30,D3,1,9
1.9432232706411003,0.7235548947115621,Healty,24-01-30,D5,1,2
1.9757529841848251,1.5457634140650458,Healty,24-01-30,D5,1,3
3.883522610862415,0.478552531898242,Healty,24-01-30,D5,1,6
2.625551790148923,0.46181028874922725,Healty,24-01-30,D5,1,9
2.1050578492572405,1.0302242419930512,Healty,24-01-30,E2,1,2
1.0179044670483335,1.070622141115909,Healty,24-01-30,E2,1,5
0.2575552284706817,0.5727604054854911,Healty,24-01-30,E4,1,1
-3.546305097754138,0.8312198717485821,Healty,24-01-30,E4,1,2
5.2628637732150265,0.3388089037436417,Healty,24-01-30,E4,1,7
-2.2152958521482264,0.7124057209267235,Healty,24-01-30,E6,1,6
0.7978873779380531,0.1875157501215295,Healty,24-01-30,E6,1,8
-1.5216025402270128,0.5723852429930334,Healty,24-01-30,E6,1,9
4.412763211243724,0.8924750679723209,Healty,24-01-30,F1,1,1
-2.507392387880876,0.4889490189605528,Healty,24-01-30,F1,1,4
-1.484054003477106,0.28136347466501166,Healty,24-01-30,F1,1,7
1.7805343862490546,1.3755370855467983,Healty,24-01-30,F1,1,8
-2.72841545405349,0.8306671092423916,Healty,24-01-30,F1,1,10
-0.7543721455781033,-0.11586108574483288,Healty,24-01-30,F5,1,3
-0.8045650995966853,0.8087479778853134,Healty,24-01-30,F5,1,4
0.7503718561496181,0.4731039413875299,Healty,24-01-30,F5,1,6
-1.9741886314815982,0.39541112330132094,Healty,24-01-30,F5,1,8
-1.6817038593220794,0.05074051895943407,Healty,24-01-30,G2,1,0
3.176262023801536,1.0173057972924022,Healty,24-01-30,G2,1,2
2.460272927551365,1.0035356567374132,Healty,24-01-30,G2,1,3
0.42933281268537216,0.6578842423428181,Healty,24-01-30,G2,1,4
2.7582721874396827,0.8576680013156364,Healty,24-01-30,G2,1,5
-4.20242156239662,0.867822945194314,Healty,24-01-30,G4,1,0
-2.2114809524092247,0.1517695263284332,Healty,24-01-30,G4,1,4
1.4778454112646606,1.2928037499418314,Healty,24-01-30,G4,1,5
0.3922790660959129,0.5740941136851404,Healty,24-01-30,G4,1,9
-1.701145387700619,0.47098126225854015,Healty,24-01-30,G6,1,9
0.12145797785843594,0.4940996722904092,Healty,24-01-30,H1,1,0
-2.4314778526640253,0.7549022250540844,Healty,24-01-30,H1,1,3
2.0387156048090618,0.9212137224577216,Healty,24-01-30,H1,1,5
0.15757904431107114,0.46666204719602844,Healty,24-01-30,H1,1,6
3.5370735471431267,0.7389406344439684,Healty,24-01-30,H1,1,8
2.3259308024770187,0.7957383301875748,Healty,24-01-30,H1,1,9
1.77955174917121,0.8241554598345512,Healty,24-01-30,I2,1,0
-0.4742670748167065,1.033512334187029,Healty,24-01-30,I2,1,7
2.8834777416970243,1.181971438097525,Healty,24-01-30,I4,1,0
1.8253460197555442,1.197643753045839,Healty,24-01-30,I4,1,1
-0.14741476454106062,1.2010715179589022,Healty,24-01-30,I4,1,4
0.0934389244422023,1.2182531367199825,Healty,24-01-30,I4,1,5
-2.209407353607457,0.6164937278890497,Healty,24-01-30,I4,1,9
0.9762364293134554,0.7285868177466097,Healty,24-01-30,L5,1,0
-1.4758737968852425,1.3365948440431805,Healty,24-01-30,L5,1,2
-1.4364958176151341,1.0515845252403584,Healty,24-01-30,L5,1,3
0.4507837752346952,0.8596531454207853,Healty,24-01-30,L5,1,7
-0.9233245203028033,1.0726851496621947,Healty,24-01-30,L5,1,9
2.4406119463456073,-0.30443354917794574,Unhealty,day_3,A2,1,0
1.06320396648577,-0.21380628280589,Unhealty,day_3,A2,1,1
1.9496307679837594,0.09258100698720938,Unhealty,day_3,A2,1,2
-0.5361400158446243,-0.4805938166438008,Unhealty,day_3,A2,1,4
-3.235840118575947,-0.9755379059083692,Unhealty,day_3,A2,1,8
-3.596216878385115,-0.12816209869347372,Unhealty,day_3,A6,1,1
-1.564350619283775,-0.3796949820576655,Unhealty,day_3,A6,1,2
-1.147863203483496,-0.36670721563639547,Unhealty,day_3,A6,1,3
-2.3142892220944375,-0.6521395525638802,Unhealty,day_3,A6,1,4
7.370449264339336,-0.8434363044148533,Unhealty,day_3,B1,1,2
-1.154042953965612,1.2733437515982702,Unhealty,day_3,C2,1,2
0.3967544478689206,1.228224529900994,Unhealty,day_3,C2,1,3
0.20936907135575136,1.4121704409246316,Unhealty,day_3,C2,1,4
0.2652549393794819,1.507644843034806,Unhealty,day_3,C2,1,5
-2.879950566400387,0.8122499215879468,Unhealty,day_3,C4,1,3
3.7887263804201545,0.02774997506323079,Unhealty,day_3,C6,1,3
-0.5842204669468651,0.9839711537387111,Unhealty,day_3,D1,1,0
2.3296892364462476,1.3716637017726538,Unhealty,day_3,D1,1,3
-0.0008935882828638971,0.4757646121229925,Unhealty,day_3,D1,1,4
-2.8202996168510444,-0.014508607267953213,Unhealty,day_3,D1,1,6
-0.30690853070302976,0.694429660328938,Unhealty,day_3,D1,1,7
-2.1868846366442805,0.022391651082283495,Unhealty,day_3,D1,1,8
-1.7928283875699722,1.012642962090804,Unhealty,day_3,D1,1,9
-0.3273473370740091,0.5577714215261836,Unhealty,day_3,D3,1,7
-1.3595068552133338,0.3549680256819409,Unhealty,day_3,D3,1,8
2.399655850778204,1.1771370502900749,Unhealty,day_3,D5,1,1
0.2364114554124667,0.697146658168803,Unhealty,day_3,D5,1,2
3.2379429957106702,1.3800804729193716,Unhealty,day_3,D5,1,7
-0.8641906474417423,0.6692773422688033,Unhealty,day_3,D5,1,8
-4.271379698720847,0.34012775498605535,Unhealty,day_3,E2,1,2
-4.233705716106338,0.11547098832190596,Unhealty,day_3,E2,1,8
-1.1798898704609648,0.27935300091806853,Unhealty,day_3,E4,1,2
-1.4915821418503208,0.6173856071763154,Unhealty,day_3,E4,1,4
-2.032404540443317,0.20309427984979808,Unhealty,day_3,E4,1,6
-1.3786263543142596,0.9448249742224754,Unhealty,day_3,E4,1,8
0.7234717485759913,1.0325924502174262,Unhealty,day_3,E6,1,1
0.8109122179261903,1.5843796197325597,Unhealty,day_3,F1,1,0
0.8287374846130354,1.571964442118019,Unhealty,day_3,F1,1,1
0.5784931163625452,1.727232559216782,Unhealty,day_3,F1,1,2
2.169858737526039,1.6024397055990227,Unhealty,day_3,F1,1,4
-8.107253098144922,-1.322851507964704,Unhealty,day_3,F5,1,0
0.21427586265521564,0.9274667204658962,Unhealty,day_3,F5,1,2
0.22295563259042636,0.8055821060006644,Unhealty,day_3,F5,1,7
0.9666547025121734,2.1638228964775905,Unhealty,day_3,G2,1,1
0.6174297740116945,1.267271298095511,Unhealty,day_3,G2,1,7
-2.2139080407881613,1.3429939979206214,Unhealty,day_3,G4,1,0
-3.49753395843593,1.0218659268005883,Unhealty,day_3,G4,1,4
0.7467699872453799,1.125844590901466,Unhealty,day_3,G4,1,7
-2.998989371334496,-0.09725482014383988,Unhealty,day_3,G6,1,0
-2.6301755799180997,0.03125366436384106,Unhealty,day_3,G6,1,2
-0.43338137507729924,1.046714753522105,Unhealty,day_3,H1,1,0
-2.7571452954188276,-0.13232604789352598,Unhealty,day_3,H1,1,2
0.25613999015004346,0.8468184328721191,Unhealty,day_3,H1,1,5
1.154364230024641,1.5269650278727338,Unhealty,day_3,I4,1,1
2.689827336616039,2.616225566636799,Unhealty,day_3,I4,1,2
0.6688082797546216,1.5427204126723686,Unhealty,day_3,I4,1,3
-0.9622863407733016,0.0910323166733572,Unhealty,day_3,I4,1,6
-0.41037448281174616,1.0318374733819065,Unhealty,day_3,I4,1,8
0.6348830753697811,1.1818402488723019,Unhealty,day_3,L5,1,2
-1.2233062841585784,0.9569493510649796,Unhealty,day_3,L5,1,3
0.7774374416320659,0.4014972505830187,Unhealty,day_3,L5,1,4
3.1854654942499714,0.4931458424170137,Unhealty,day_3,L5,1,7
0.725332889308694,1.8016704525392457,Unhealty,day_3,L5,1,9
-0.7108356262148585,-1.2254768622877876,Unhealty,24-02-01,A2,1,2
1.657510614792092,-0.8828282950697056,Unhealty,24-02-01,A2,1,3
-0.3085831458669325,-1.1919449900471197,Unhealty,24-02-01,A6,1,0
-1.432889289194783,-0.6916497118701519,Unhealty,24-02-01,A6,1,3
0.8397301714215833,-0.11259156093343492,Unhealty,24-02-01,A6,1,7
-4.479597131627563,-1.4751089356409166,Unhealty,24-02-01,A6,1,8
3.1320037860666803,-1.1022033683490806,Unhealty,24-02-01,C2,1,2
-1.3361852712213471,1.2552296024002987,Unhealty,24-02-01,C4,1,0
-1.8621071535651694,0.8307246921499165,Unhealty,24-02-01,C4,1,1
-5.702744793079402,-0.19010394136641265,Unhealty,24-02-01,C4,1,2
-4.495426069517041,0.4588385529548355,Unhealty,24-02-01,C4,1,3
-5.900845009890004,-0.13640888214424715,Unhealty,24-02-01,C4,1,4
0.22843160511828595,-0.3725433510872533,Unhealty,24-02-01,D1,1,0
0.1494916302401276,0.13384622523353046,Unhealty,24-02-01,D1,1,7
-2.53107512140797,-0.7135766669205561,Unhealty,24-02-01,D3,1,2
-0.7912265771652052,0.3057152079132445,Unhealty,24-02-01,D3,1,3
0.820304800273178,-0.9082873476210774,Unhealty,24-02-01,D3,1,4
0.8483154507118984,-0.8884428884741251,Unhealty,24-02-01,D3,1,5
1.5875449885323876,-0.4530365238787161,Unhealty,24-02-01,D3,1,6
3.858814571101196,0.5886889305922988,Unhealty,24-02-01,D5,1,3
3.5165639152042965,-0.49732807446694355,Unhealty,24-02-01,D5,1,4
1.8654810572335174,-0.8384998327004011,Unhealty,24-02-01,D5,1,5
4.353055258058556,0.2576400673642081,Unhealty,24-02-01,D5,1,6
0.6782821592074229,-0.0433074718602816,Unhealty,24-02-01,D5,1,7
2.416213861007757,-0.46671524602564457,Unhealty,24-02-01,E2,1,0
-7.206059898500078,-1.8492757121907684,Unhealty,24-02-01,E4,1,2
2.856852985651623,-0.5372469409740152,Unhealty,24-02-01,E4,1,3
-7.499516456215798,-2.982972490701043,Unhealty,24-02-01,E4,1,5
-0.6194859675413035,-0.9848933385593013,Unhealty,24-02-01,E6,1,4
6.140842349492341,-1.267539555149968,Unhealty,24-02-01,F1,1,0
7.114175667122671,-0.532696875881437,Unhealty,24-02-01,F1,1,1
6.74534742621229,-1.5617682896635963,Unhealty,24-02-01,F1,1,2
2.679925579119552,-0.2683276959114838,Unhealty,24-02-01,F5,1,0
2.5717333866457026,0.2139189156034428,Unhealty,24-02-01,F5,1,3
0.2650434109810577,0.41353577254537244,Unhealty,24-02-01,F5,1,4
-3.27263523983393,-0.39949654004094864,Unhealty,24-02-01,G2,1,4
2.2701679963532606,0.22279225677352343,Unhealty,24-02-01,G2,1,7
1.7734982650648015,0.31365899768647104,Unhealty,24-02-01,G4,1,1
-5.021443493791855,-0.46213626335996516,Unhealty,24-02-01,G4,1,2
-0.1893644279439991,0.22494593299166538,Unhealty,24-02-01,G4,1,3
4.6551773069306845,0.05282767111666553,Unhealty,24-02-01,G6,1,0
0.3548368327912449,0.5455845864713312,Unhealty,24-02-01,H1,1,0
4.028654346465949,1.4565534525900115,Unhealty,24-02-01,H1,1,1
3.485110087338579,0.340882621310849,Unhealty,24-02-01,H1,1,2
-6.888552953103962,-1.478937034075715,Unhealty,24-02-01,H1,1,4
2.04606595525216,-0.6364776232789671,Unhealty,24-02-01,H1,1,5
2.772638351552165,0.6054325698250411,Unhealty,24-02-01,I4,1,0
2.5867590441943427,0.5024617162247138,Unhealty,24-02-01,I4,1,1
5.050037736822663,0.45514793262541425,Unhealty,24-02-01,I4,1,2
2.101889550562191,1.201638756601337,Unhealty,24-02-01,I4,1,4
-1.7964625575735162,0.4555221834030587,Unhealty,24-02-01,L5,1,1
-1.1158975180449062,0.33337818948516795,Unhealty,24-02-01,L5,1,6
-0.015617118525560147,-3.14500386414499,Unhealty,day_5,B5,1,0
2.1141498871135807,-5.576643150237834,Unhealty,day_5,B5,1,1
1.543825329746814,-1.692276976473161,Unhealty,day_5,C2,1,2
0.8791264159926464,-0.4234269977110471,Unhealty,day_5,C4,1,1
-3.815294403212141,-1.8624355815992264,Unhealty,day_5,C4,1,2
0.37522704577102295,-1.5075752693719606,Unhealty,day_5,D1,1,0
2.8989868413579627,-0.9113069387714356,Unhealty,day_5,D1,1,2
3.6711591179032528,-1.3352542178073772,Unhealty,day_5,D1,1,3
2.601427137333243,-1.0448629536466796,Unhealty,day_5,D3,1,0
4.317101677024317,-0.7137065706484989,Unhealty,day_5,D3,1,1
10.46117279450489,-2.2870990600163,Unhealty,day_5,D3,1,2
10.145403397549936,-2.3397040462962893,Unhealty,day_5,D5,1,3
4.708662023183735,-2.7338138203216,Unhealty,day_5,D5,1,5
4.890147855959467,-2.485111969138364,Unhealty,day_5,E2,1,1
2.922912316544747,-1.1226773774951322,Unhealty,day_5,E4,1,1
5.739336792732758,-2.0648934496193503,Unhealty,day_5,E4,1,3
1.8212790517449795,-2.063234714816863,Unhealty,day_5,E6,1,0
6.495731190560199,-2.3228464164277023,Unhealty,day_5,E6,1,1
5.399884336360075,-1.477489699908935,Unhealty,day_5,F1,1,0
9.063920391595477,-2.7151716089047024,Unhealty,day_5,F1,1,1
6.604722389432646,-1.1334853745569582,Unhealty,day_5,G2,1,0
2.4477680781463724,-1.4339208715353138,Unhealty,day_5,G2,1,2
-4.458602852300153,-3.902521756420194,Unhealty,day_5,G4,1,0
9.245835243655897,-2.045567981209228,Unhealty,day_5,H1,1,3
6.506238045281791,-0.4023100253496084,Unhealty,day_5,I2,1,0
3.0697548592806543,-0.6847170964502711,Unhealty,day_5,I2,1,1
8.267699936396708,-2.248296385261807,Unhealty,day_5,I2,1,3
4.439805874046283,-2.0853969895467612,Unhealty,day_5,I4,1,0
5.93079333381042,-0.788751558636133,Unhealty,day_5,L5,1,0
4.9652111110308805,-1.2739087741939459,Unhealty,day_5,L5,1,2
