Train_sizes,Score,Set
127,,Training
127,,Validation
127,,Training
127,,Validation
134,0.9402985074626866,Training
134,0.9,Validation
134,0.917910447761194,Training
134,0.95,Validation
134,0.9776119402985075,Training
134,0.8166666666666667,Validation
134,,Training
134,,Validation
134,,Training
134,,Validation
141,0.9290780141843972,Training
141,0.8666666666666667,Validation
141,0.8936170212765957,Training
141,0.9333333333333333,Validation
141,0.9858156028368794,Training
141,0.85,Validation
141,,Training
141,,Validation
141,,Training
141,,Validation
149,0.9194630872483222,Training
149,0.8666666666666667,Validation
149,0.9060402684563759,Training
149,0.9333333333333333,Validation
149,0.959731543624161,Training
149,0.85,Validation
149,,Training
149,,Validation
149,,Training
149,,Validation
156,0.9294871794871795,Training
156,0.8666666666666667,Validation
156,0.8782051282051282,Training
156,0.9,Validation
156,0.9038461538461539,Training
156,0.8,Validation
156,0.9871794871794872,Training
156,0.0,Validation
156,0.9871794871794872,Training
156,0.0,Validation
164,0.9085365853658537,Training
164,0.8333333333333334,Validation
164,0.8841463414634146,Training
164,0.8833333333333333,Validation
164,0.8963414634146342,Training
164,0.8166666666666667,Validation
164,0.975609756097561,Training
164,0.3728813559322034,Validation
164,0.975609756097561,Training
164,0.3728813559322034,Validation
171,0.9122807017543859,Training
171,0.8333333333333334,Validation
171,0.8654970760233918,Training
171,0.8666666666666667,Validation
171,0.9122807017543859,Training
171,0.8,Validation
171,0.9766081871345029,Training
171,0.6271186440677966,Validation
171,0.9766081871345029,Training
171,0.5423728813559322,Validation
178,0.8932584269662921,Training
178,0.8333333333333334,Validation
178,0.8595505617977528,Training
178,0.8333333333333334,Validation
178,0.898876404494382,Training
178,0.7666666666666667,Validation
178,0.9550561797752809,Training
178,0.7457627118644068,Validation
178,0.9550561797752809,Training
178,0.6779661016949152,Validation
186,0.9139784946236559,Training
186,0.8333333333333334,Validation
186,0.8548387096774194,Training
186,0.8166666666666667,Validation
186,0.8924731182795699,Training
186,0.7666666666666667,Validation
186,0.9247311827956989,Training
186,0.9152542372881356,Validation
186,0.9301075268817204,Training
186,0.7457627118644068,Validation
193,0.927461139896373,Training
193,0.8333333333333334,Validation
193,0.8497409326424871,Training
193,0.8166666666666667,Validation
193,0.8704663212435233,Training
193,0.7666666666666667,Validation
193,0.9119170984455959,Training
193,0.8983050847457628,Validation
193,0.9378238341968912,Training
193,0.7288135593220338,Validation
201,0.9303482587064676,Training
201,0.8333333333333334,Validation
201,0.845771144278607,Training
201,0.8,Validation
201,0.8756218905472637,Training
201,0.75,Validation
201,0.9054726368159204,Training
201,0.9152542372881356,Validation
201,0.9402985074626866,Training
201,0.847457627118644,Validation
208,0.9230769230769231,Training
208,0.8666666666666667,Validation
208,0.8509615384615384,Training
208,0.8,Validation
208,0.8653846153846154,Training
208,0.7833333333333333,Validation
208,0.8942307692307693,Training
208,0.9661016949152542,Validation
208,0.9423076923076923,Training
208,0.847457627118644,Validation
215,0.9162790697674419,Training
215,0.8333333333333334,Validation
215,0.8511627906976744,Training
215,0.7833333333333333,Validation
215,0.8651162790697674,Training
215,0.7833333333333333,Validation
215,0.9023255813953488,Training
215,0.9661016949152542,Validation
215,0.9255813953488372,Training
215,0.847457627118644,Validation
223,0.8923766816143498,Training
223,0.7333333333333333,Validation
223,0.8654708520179372,Training
223,0.8,Validation
223,0.8968609865470852,Training
223,0.8333333333333334,Validation
223,0.8878923766816144,Training
223,0.9661016949152542,Validation
223,0.905829596412556,Training
223,0.8813559322033898,Validation
230,0.8956521739130435,Training
230,0.75,Validation
230,0.8565217391304348,Training
230,0.7666666666666667,Validation
230,0.8869565217391304,Training
230,0.7666666666666667,Validation
230,0.8913043478260869,Training
230,0.9661016949152542,Validation
230,0.8869565217391304,Training
230,0.8983050847457628,Validation
238,0.9117647058823529,Training
238,0.8,Validation
238,0.8319327731092437,Training
238,0.6666666666666666,Validation
238,0.8571428571428571,Training
238,0.7666666666666667,Validation
238,0.8697478991596639,Training
238,0.864406779661017,Validation
238,0.8823529411764706,Training
238,0.8983050847457628,Validation
