Run,Iteration,Ratio,Selected Variables,Selected Wavelengths,Accuracy,N components,RMSECV
266,1,1.0,545,545 wavelengths,0.9864864864864865,4.0,True
266,2,0.937972055474286,391,391 wavelengths,0.9864864864864865,4.0,True
266,3,0.879791576850657,321,321 wavelengths,0.9864864864864865,4.0,True
266,4,0.825219913727574,274,274 wavelengths,0.9864864864864865,4.0,True
266,5,0.7740332186973654,244,244 wavelengths,0.9864864864864865,4.0,True
266,6,0.7260215291469454,221,221 wavelengths,0.9864864864864865,4.0,True
266,7,0.6809879060125446,201,201 wavelengths,0.9864864864864865,4.0,True
266,8,0.6387476259557163,183,183 wavelengths,0.9864864864864865,4.0,True
266,9,0.5991274236470037,171,171 wavelengths,0.9864864864864865,4.0,True
266,10,0.5619647810491933,158,158 wavelengths,0.972972972972973,4.0,True
266,11,0.5271072607848689,150,150 wavelengths,0.9864864864864865,4.0,True
266,12,0.49441188085380394,144,144 wavelengths,0.9864864864864865,4.0,True
266,13,0.4637445281353502,133,133 wavelengths,0.9864864864864865,4.0,True
266,14,0.4349794082700673,129,129 wavelengths,0.9864864864864865,4.0,True
266,15,0.4079985296640637,118,118 wavelengths,0.972972972972973,4.0,True
266,16,0.38269121949948826,113,113 wavelengths,0.972972972972973,4.0,True
266,17,0.35895366976589616,105,105 wavelengths,0.972972972972973,4.0,True
266,18,0.33668851145035567,101,101 wavelengths,0.972972972972973,4.0,True
266,19,0.3158044151396677,92,92 wavelengths,0.972972972972973,4.0,True
266,20,0.2962157163964089,87,87 wavelengths,0.972972972972973,4.0,True
266,21,0.2778420643721278,79,79 wavelengths,0.972972972972973,4.0,True
266,22,0.2606080922163436,73,73 wavelengths,0.972972972972973,4.0,True
266,23,0.24444310792939605,69,69 wavelengths,0.972972972972973,4.0,True
266,24,0.22928080439105833,64,64 wavelengths,0.972972972972973,4.0,True
266,25,0.2150589873754787,62,62 wavelengths,0.972972972972973,4.0,True
266,26,0.20171932043679625,60,60 wavelengths,0.972972972972973,4.0,True
266,27,0.18920708561897795,59,59 wavelengths,0.972972972972973,4.0,True
266,28,0.17747095900833193,54,54 wavelengths,0.972972972972973,4.0,True
266,29,0.1664628002080379,51,51 wavelengths,0.972972972972973,4.0,True
266,30,0.15613745487113867,48,48 wavelengths,0.972972972972973,4.0,True
266,31,0.14645256948200552,45,45 wavelengths,0.972972972972973,4.0,True
266,32,0.13736841762652738,45,45 wavelengths,0.972972972972973,4.0,True
266,33,0.12884773703840405,43,43 wavelengths,0.972972972972973,4.0,True
266,34,0.12085557675312208,38,38 wavelengths,0.972972972972973,4.0,True
266,35,0.11335915374265627,36,36 wavelengths,0.972972972972973,4.0,True
266,36,0.10632771844282492,33,33 wavelengths,0.972972972972973,4.0,True
266,37,0.09973242862170764,31,31 wavelengths,0.972972972972973,4.0,True
266,38,0.09354623107174559,29,29 wavelengths,0.9594594594594594,4.0,True
266,39,0.08774375064023773,28,28 wavelengths,0.972972972972973,4.0,True
266,40,0.082301186143047,25,25 wavelengths,0.9594594594594594,4.0,True
266,41,0.07719621273456559,24,24 wavelengths,0.9594594594594594,4.0,True
266,42,0.07240789033347075,22,22 wavelengths,0.972972972972973,4.0,True
266,43,0.06791657772864225,21,21 wavelengths,0.9594594594594594,4.0,True
266,44,0.06370385201291369,19,19 wavelengths,0.9594594594594594,4.0,True
266,45,0.059752433014182364,17,17 wavelengths,0.9594594594594594,4.0,True
266,46,0.05604611241390222,16,16 wavelengths,0.9459459459459459,4.0,True
266,47,0.05256968726221077,15,15 wavelengths,0.9324324324324325,4.0,True
266,48,0.04930889761697621,15,15 wavelengths,0.9324324324324325,4.0,True
266,49,0.0462503680509663,13,13 wavelengths,0.9459459459459459,4.0,True
266,50,0.043381552787207116,12,12 wavelengths,0.9324324324324325,4.0,True
266,51,0.0406906842374829,11,11 wavelengths,0.918918918918919,4.0,True
266,52,0.03816672473288696,11,11 wavelengths,0.918918918918919,4.0,True
266,53,0.03579932124842725,11,11 wavelengths,0.918918918918919,4.0,True
