Run,Iteration,Ratio,Selected Variables,Selected Wavelengths,Accuracy,N components,RMSECV
304,1,1.0,548,548 wavelengths,0.9864864864864865,4.0,True
304,2,0.937972055474286,400,400 wavelengths,0.972972972972973,4.0,True
304,3,0.879791576850657,323,323 wavelengths,0.9864864864864865,4.0,True
304,4,0.825219913727574,262,262 wavelengths,0.9864864864864865,4.0,True
304,5,0.7740332186973654,235,235 wavelengths,0.9864864864864865,4.0,True
304,6,0.7260215291469454,218,218 wavelengths,0.972972972972973,4.0,True
304,7,0.6809879060125446,199,199 wavelengths,0.972972972972973,4.0,True
304,8,0.6387476259557163,178,178 wavelengths,0.9864864864864865,4.0,True
304,9,0.5991274236470037,168,168 wavelengths,0.9864864864864865,4.0,True
304,10,0.5619647810491933,156,156 wavelengths,0.9864864864864865,4.0,True
304,11,0.5271072607848689,149,149 wavelengths,0.972972972972973,4.0,True
304,12,0.49441188085380394,141,141 wavelengths,0.972972972972973,4.0,True
304,13,0.4637445281353502,132,132 wavelengths,0.9864864864864865,4.0,True
304,14,0.4349794082700673,127,127 wavelengths,0.9864864864864865,4.0,True
304,15,0.4079985296640637,123,123 wavelengths,0.9864864864864865,4.0,True
304,16,0.38269121949948826,114,114 wavelengths,0.972972972972973,4.0,True
304,17,0.35895366976589616,106,106 wavelengths,0.972972972972973,4.0,True
304,18,0.33668851145035567,99,99 wavelengths,0.972972972972973,4.0,True
304,19,0.3158044151396677,92,92 wavelengths,0.9594594594594594,4.0,True
304,20,0.2962157163964089,88,88 wavelengths,0.9594594594594594,4.0,True
304,21,0.2778420643721278,83,83 wavelengths,0.972972972972973,4.0,True
304,22,0.2606080922163436,78,78 wavelengths,0.972972972972973,4.0,True
304,23,0.24444310792939605,74,74 wavelengths,0.972972972972973,4.0,True
304,24,0.22928080439105833,73,73 wavelengths,0.972972972972973,4.0,True
304,25,0.2150589873754787,70,70 wavelengths,0.972972972972973,4.0,True
304,26,0.20171932043679625,65,65 wavelengths,0.9594594594594594,4.0,True
304,27,0.18920708561897795,61,61 wavelengths,0.9594594594594594,4.0,True
304,28,0.17747095900833193,55,55 wavelengths,0.9864864864864865,4.0,True
304,29,0.1664628002080379,53,53 wavelengths,0.9864864864864865,4.0,True
304,30,0.15613745487113867,48,48 wavelengths,0.9864864864864865,4.0,True
304,31,0.14645256948200552,43,43 wavelengths,0.9864864864864865,4.0,True
304,32,0.13736841762652738,43,43 wavelengths,0.9864864864864865,4.0,True
304,33,0.12884773703840405,41,41 wavelengths,0.9864864864864865,4.0,True
304,34,0.12085557675312208,37,37 wavelengths,0.9864864864864865,4.0,True
304,35,0.11335915374265627,34,34 wavelengths,0.9864864864864865,4.0,True
304,36,0.10632771844282492,34,34 wavelengths,0.9864864864864865,4.0,True
304,37,0.09973242862170764,34,34 wavelengths,0.9864864864864865,4.0,True
304,38,0.09354623107174559,34,34 wavelengths,0.9864864864864865,4.0,True
304,39,0.08774375064023773,31,31 wavelengths,0.9864864864864865,4.0,True
304,40,0.082301186143047,29,29 wavelengths,0.972972972972973,4.0,True
304,41,0.07719621273456559,27,27 wavelengths,0.972972972972973,4.0,True
304,42,0.07240789033347075,26,26 wavelengths,0.972972972972973,4.0,True
304,43,0.06791657772864225,23,23 wavelengths,0.972972972972973,4.0,True
304,44,0.06370385201291369,22,22 wavelengths,0.972972972972973,4.0,True
304,45,0.059752433014182364,19,19 wavelengths,0.9459459459459459,4.0,True
304,46,0.05604611241390222,17,17 wavelengths,0.9594594594594594,4.0,True
304,47,0.05256968726221077,16,16 wavelengths,0.9594594594594594,4.0,True
304,48,0.04930889761697621,16,16 wavelengths,0.9594594594594594,4.0,True
304,49,0.0462503680509663,14,14 wavelengths,0.9594594594594594,4.0,True
304,50,0.043381552787207116,12,12 wavelengths,0.9324324324324325,4.0,True
304,51,0.0406906842374829,12,12 wavelengths,0.9324324324324325,4.0,True
304,52,0.03816672473288696,12,12 wavelengths,0.9324324324324325,4.0,True
304,53,0.03579932124842725,12,12 wavelengths,0.9324324324324325,4.0,True
304,54,0.03357876293597159,12,12 wavelengths,0.9324324324324325,4.0,True
304,55,0.031495941291337044,12,12 wavelengths,0.9324324324324325,4.0,True
304,56,0.029542312792132836,12,12 wavelengths,0.9324324324324325,4.0,True
304,57,0.027709863853101133,10,499.31 - 500.775 - 501.751 - 504.19 - 505.164 - 737.734 - 744.246 - 854.949 - 941.537 - 941.926,0.918918918918919,4.0,True
304,58,0.025991077955205888,9,499.31 - 500.775 - 501.751 - 504.19 - 505.164 - 737.734 - 744.246 - 854.949 - 941.926,0.8918918918918919,4.0,True
304,59,0.024378904813636863,6,499.31 - 500.775 - 505.164 - 737.734 - 744.246 - 941.926,0.9054054054054054,4.0,True
304,60,0.022866731458258936,5,499.31 - 500.775 - 737.734 - 744.246 - 941.926,0.8783783783783784,4.0,True
304,61,0.02144835510788165,5,499.31 - 500.775 - 737.734 - 744.246 - 941.926,0.8783783783783784,4.0,True
304,62,0.020117957727082157,4,499.31 - 500.775 - 737.734 - 744.246,0.7027027027027027,4.0,True
304,63,0.018870082161216047,4,499.31 - 500.775 - 737.734 - 744.246,0.7027027027027027,4.0,True
304,64,0.017699609751724465,4,499.31 - 500.775 - 737.734 - 744.246,0.7027027027027027,4.0,True
304,65,0.01660173933991771,4,499.31 - 500.775 - 737.734 - 744.246,0.7027027027027027,4.0,True
304,66,0.015571967573110938,4,499.31 - 500.775 - 737.734 - 744.246,0.7027027027027027,4.0,True
304,67,0.01460607043232979,4,499.31 - 500.775 - 737.734 - 744.246,0.7027027027027027,4.0,True
304,68,0.013700085905814561,4,499.31 - 500.775 - 737.734 - 744.246,0.7027027027027027,4.0,True
304,69,0.012850297737251187,4,499.31 - 500.775 - 737.734 - 744.246,0.7027027027027027,4.0,True
304,70,0.012053220182066058,4,499.31 - 500.775 - 737.734 - 744.246,0.7027027027027027,4.0,True
304,71,0.011305583709256654,4,499.31 - 500.775 - 737.734 - 744.246,0.7027027027027027,4.0,True
304,72,0.010604321590108063,4,499.31 - 500.775 - 737.734 - 744.246,0.7027027027027027,4.0,True
304,73,0.009946557318784004,4,499.31 - 500.775 - 737.734 - 744.246,0.7027027027027027,4.0,True
304,74,0.009329592813192641,3,500.775 - 737.734 - 744.246,0.6756756756756757,4.0,True
304,75,0.008750897347728423,3,500.775 - 737.734 - 744.246,0.6756756756756757,4.0,True
304,76,0.008208097172493305,3,500.775 - 737.734 - 744.246,0.6756756756756757,4.0,True
304,77,0.007698965776416224,3,500.775 - 737.734 - 744.246,0.6756756756756757,4.0,True
304,78,0.007221414754331306,3,500.775 - 737.734 - 744.246,0.6756756756756757,4.0,True
304,79,0.006773485240552469,2,737.734 - 744.246,0.6216216216216216,4.0,True
304,80,0.006353339873805741,2,737.734 - 744.246,0.6216216216216216,4.0,True
304,81,0.0059592552605603095,2,737.734 - 744.246,0.6216216216216216,4.0,True
304,82,0.0055896149058437036,2,737.734 - 744.246,0.6216216216216216,4.0,True
304,83,0.005242902582543929,2,737.734 - 744.246,0.6216216216216216,4.0,True
304,84,0.00491769611200017,2,737.734 - 744.246,0.6216216216216216,4.0,True
304,85,0.004612661530370705,2,737.734 - 744.246,0.6216216216216216,4.0,True
304,86,0.004326547616848976,2,737.734 - 744.246,0.6216216216216216,4.0,True
304,87,0.0040581807612832055,2,737.734 - 744.246,0.6216216216216216,4.0,True
304,88,0.0038064601501470127,2,737.734 - 744.246,0.6216216216216216,4.0,True
304,89,0.003570353251114352,2,737.734 - 744.246,0.6216216216216216,4.0,True
304,90,0.003348891577717027,2,737.734 - 744.246,0.6216216216216216,4.0,True
304,91,0.003141166716711766,2,737.734 - 744.246,0.6216216216216216,4.0,True
304,92,0.0029463266018615484,1,737.734,0.6486486486486487,4.0,True
304,93,0.0027635720188466436,1,737.734,0.6486486486486487,4.0,True
304,94,0.0025921533269688104,1,737.734,0.6486486486486487,4.0,True
304,95,0.002431367384201443,1,737.734,0.6486486486486487,4.0,True
304,96,0.0022805546629725646,1,737.734,0.6486486486486487,4.0,True
304,97,0.0021390965448498454,1,737.734,0.6486486486486487,4.0,True
304,98,0.0020064127830307517,1,737.734,0.6486486486486487,4.0,True
304,99,0.001881959122229238,1,737.734,0.6486486486486487,4.0,True
304,100,0.001765225066195941,1,737.734,0.6486486486486487,4.0,True
