Run,Iteration,Ratio,Selected Variables,Selected Wavelengths,Accuracy,N components,RMSECV
422,1,1.0,550,550 wavelengths,0.9864864864864865,4.0,True
422,2,0.937972055474286,403,403 wavelengths,0.9864864864864865,4.0,True
422,3,0.879791576850657,329,329 wavelengths,0.9864864864864865,4.0,True
422,4,0.825219913727574,288,288 wavelengths,0.9864864864864865,4.0,True
422,5,0.7740332186973654,250,250 wavelengths,0.9864864864864865,4.0,True
422,6,0.7260215291469454,233,233 wavelengths,0.9864864864864865,4.0,True
422,7,0.6809879060125446,217,217 wavelengths,0.9864864864864865,4.0,True
422,8,0.6387476259557163,193,193 wavelengths,0.9864864864864865,4.0,True
422,9,0.5991274236470037,175,175 wavelengths,0.972972972972973,4.0,True
422,10,0.5619647810491933,160,160 wavelengths,0.9864864864864865,4.0,True
422,11,0.5271072607848689,154,154 wavelengths,0.9864864864864865,4.0,True
422,12,0.49441188085380394,147,147 wavelengths,0.9864864864864865,4.0,True
422,13,0.4637445281353502,137,137 wavelengths,0.9864864864864865,4.0,True
422,14,0.4349794082700673,131,131 wavelengths,1.0,4.0,True
422,15,0.4079985296640637,126,126 wavelengths,1.0,4.0,True
422,16,0.38269121949948826,115,115 wavelengths,1.0,4.0,True
422,17,0.35895366976589616,109,109 wavelengths,1.0,4.0,True
422,18,0.33668851145035567,100,100 wavelengths,1.0,4.0,True
422,19,0.3158044151396677,90,90 wavelengths,1.0,4.0,True
422,20,0.2962157163964089,85,85 wavelengths,0.9864864864864865,4.0,True
422,21,0.2778420643721278,84,84 wavelengths,0.9864864864864865,4.0,True
422,22,0.2606080922163436,80,80 wavelengths,1.0,4.0,True
422,23,0.24444310792939605,73,73 wavelengths,1.0,4.0,True
422,24,0.22928080439105833,67,67 wavelengths,1.0,4.0,True
422,25,0.2150589873754787,64,64 wavelengths,0.9864864864864865,4.0,True
422,26,0.20171932043679625,62,62 wavelengths,0.9864864864864865,4.0,True
422,27,0.18920708561897795,59,59 wavelengths,1.0,4.0,True
422,28,0.17747095900833193,55,55 wavelengths,0.9864864864864865,4.0,True
