Run,Iteration,Wavelengths,Cofficients
1,1,452.9,0.04657292034299034
1,1,453.399,0.020519465351430847
1,1,456.39,0.04186506209537047
1,1,456.888,-0.026528639823624526
1,1,458.382,0.036053780195138774
1,1,460.372,-0.002219285404720917
1,1,462.857,0.04690823143200568
1,1,463.353,-0.004289463012791598
1,1,465.339,-0.02943321047346946
1,1,466.331,0.049172572055791765
1,1,472.769,-0.022191221540750164
1,1,473.263,-0.01838159196442211
1,1,473.758,-0.048351733078667046
1,1,474.746,0.030762143810079277
1,1,475.24,-0.018116955441011464
1,1,476.721,-0.012452642108570883
1,1,477.708,-0.017117845709349905
1,1,478.202,-0.03168237837268941
1,1,479.188,-0.02780291786248528
1,1,479.681,0.0032922603578308864
1,1,480.667,-0.01617472119948347
1,1,481.652,0.006178928401722587
1,1,483.129,-0.028325593463030777
1,1,485.588,-0.04462705714071022
1,1,487.063,-0.09184063881938274
1,1,488.045,0.011613414025132458
1,1,488.536,-0.0060100345739593705
1,1,489.027,-0.08581519767102318
1,1,490.008,-0.0636974964850492
1,1,490.499,-0.06754670788671326
1,1,490.989,-0.07858553614538252
1,1,491.48,-0.05722552498754836
1,1,491.97,-0.11971607595843838
1,1,492.46,-0.004547589195393613
1,1,492.95,-0.045401924654347725
1,1,493.44,-0.008481018147973418
1,1,493.93,-0.014571314735970727
1,1,494.419,-0.12233810782724738
1,1,495.398,-0.04550958701913598
1,1,495.888,-0.0350727887578318
1,1,496.866,-0.0397132034754274
1,1,497.844,-0.10777655846427346
1,1,498.821,-0.20456004738097494
1,1,499.31,-0.3237001228294379
1,1,500.287,-0.2534713295595286
1,1,500.775,0.09573290142628796
1,1,501.263,-0.19413309171756665
1,1,501.751,-0.2532696342137614
1,1,502.239,-0.10761292113262537
1,1,502.727,-0.29993790159225514
1,1,503.215,-0.23777592024019292
1,1,504.19,-0.5505452486765815
1,1,505.164,0.20921018951808112
1,1,505.651,-0.134102543751311
1,1,506.139,-0.238810524307876
1,1,506.625,-0.011547974308211369
1,1,507.112,-0.11953619380744684
1,1,507.599,-0.03511311040204129
1,1,508.086,-0.13545525636420677
1,1,509.545,-0.19902373937917875
1,1,510.517,-0.03456844152711235
1,1,511.003,-0.1015852388272312
1,1,512.46,-0.09325808295118368
1,1,512.946,-0.058551175416590606
1,1,513.431,0.029404174096290328
1,1,514.401,-0.034829432068257275
1,1,515.371,-0.026499570256927594
1,1,515.856,-0.014823851917525284
1,1,519.247,-0.014839817802103803
1,1,520.699,-0.02057340447370723
1,1,521.666,-0.0182664836497484
1,1,525.048,-0.019243407466831976
1,1,525.53,-0.0280915270575164
1,1,526.013,-0.018696185714844674
1,1,526.495,-0.019685871150661078
1,1,526.978,-0.030145574641291726
1,1,527.942,-0.036887713064152665
1,1,528.424,-0.0093702241641254
1,1,528.906,-0.035155883950515075
1,1,530.833,-0.01939454508258979
1,1,532.758,-0.012851371129204986
1,1,533.238,-0.03357852517706052
1,1,534.2,-0.04014651074875466
1,1,536.602,-0.020611173869647125
1,1,537.562,-0.010473943058741421
1,1,539.001,-0.013712017512060751
1,1,540.44,-0.018517911496524556
1,1,540.919,-0.017654861510559786
1,1,542.356,-0.028334510107487408
1,1,543.313,-0.013964982612817166
1,1,543.792,-0.009956800689876161
1,1,544.749,-0.01792283960772331
1,1,547.139,-0.01708606293426874
1,1,548.571,-0.015829076032585924
1,1,549.526,-0.02763830631717682
1,1,550.48,-0.02131167695877866
1,1,552.387,-0.018158871086404835
1,1,554.293,-0.01177931278456408
1,1,555.245,-0.020805352430611834
1,1,558.099,-0.007253351529742867
1,1,559.999,0.00266090429418735
1,1,560.474,-0.021042799245119172
1,1,560.948,-0.01874959087856652
1,1,563.32,-0.01669708205413703
1,1,565.69,-0.018735709477963196
1,1,567.11,-0.01379047476644783
1,1,568.529,-0.0038572705408284453
1,1,569.475,-0.007312086508818551
1,1,576.082,-0.011572860035680402
1,1,576.554,-0.016074854370048734
1,1,582.669,-0.013249535416378086
1,1,583.609,-0.014796278329781769
1,1,588.299,-0.013400952148775165
1,1,595.781,-0.02416796992826262
1,1,597.647,-0.018161208990382177
1,1,599.512,-0.014629771711694441
1,1,600.444,-0.02801711228800932
1,1,602.306,-0.008623031853437003
1,1,602.771,-0.028392282091103317
1,1,603.702,0.02595094790747433
1,1,607.882,-0.01514229141831545
1,1,608.347,-0.011768091195015021
1,1,612.981,0.029265912704697947
1,1,613.907,0.0070926002424948195
1,1,615.294,0.010478215472231173
1,1,615.757,0.022781618691151036
1,1,618.067,0.021171540286101593
1,1,620.836,0.04717987589306807
1,1,622.68,0.032705332103993304
1,1,623.601,0.040568118521659334
1,1,624.061,0.04398300276194568
1,1,624.522,0.039695322290884565
1,1,624.982,0.060111011429262284
1,1,626.362,0.04901880343506125
1,1,627.282,0.06419348884844765
1,1,627.742,0.05685165232291611
1,1,628.201,0.05793715112530723
1,1,629.579,0.03406700905959062
1,1,630.038,0.06943536092809321
