PC1 - 84.90%,PC2 - 8.40%,PC3 - 2.60%,Class,Date,Position,Acquisition,N
2.554266692346575,-0.2925117895548533,-0.6474573117222399,Healty,24-01-29,A2,1,1
4.45827911680255,-0.02940030675393948,-0.29523935295866865,Healty,24-01-29,A2,1,2
3.547243182799078,0.14341822438614713,0.15767794786311373,Healty,24-01-29,A2,1,4
2.0525750878832856,-0.25875310786571887,-0.8319427621806831,Healty,24-01-29,A2,1,8
1.7450404075683787,-0.280438305379593,-0.13543929452894746,Healty,24-01-29,A6,1,1
2.441149735302355,-0.29693497745757574,-0.0764018061298354,Healty,24-01-29,A6,1,3
-0.5528770982635675,-0.38295219991737905,-0.9290295658503901,Healty,24-01-29,A6,1,4
1.3508979762096043,-0.03958319161235028,-0.37952051630219497,Healty,24-01-29,B1,1,10
2.376547322375258,0.21360841551520718,-0.09141328774975296,Healty,24-01-29,B1,1,16
0.9665022479707219,0.04425205952269614,-0.202548221283605,Healty,24-01-29,B1,1,17
-7.145587107005491,-1.9578662671989324,-0.22568541147005688,Healty,24-01-29,B5,1,0
-6.308737457654066,-2.1724244912808026,1.1163863540307661,Healty,24-01-29,B5,1,1
-7.334975064426035,0.15472302010652883,-0.5012745038992501,Healty,24-01-29,B5,1,4
-6.982042487098593,-2.952418925469336,0.8437510661860013,Healty,24-01-29,C2,1,5
-3.8383551838070473,0.6383131915137085,-0.26925273215201007,Healty,24-01-29,C4,1,0
-5.956582883277671,-0.7605927052861047,0.1499735796879826,Healty,24-01-29,C4,1,1
-6.440178297983053,-1.0887825334444523,0.14988013960202626,Healty,24-01-29,C4,1,4
-4.078295152207479,-0.27083260651023455,-0.02076109873377738,Healty,24-01-29,C4,1,5
-6.260090171232585,-0.6697950763193474,-0.10010759831502487,Healty,24-01-29,C4,1,7
-4.25348310536225,-0.25715033118942565,-0.14447232650880393,Healty,24-01-29,C4,1,8
-5.236772860646689,0.01703455940730764,-0.4037696982691416,Healty,24-01-29,C4,1,9
-7.4137094180153715,-2.6018721676778003,0.28643340073827966,Healty,24-01-29,C6,1,0
-0.3706501431974063,0.5072875873604072,0.8202197968744737,Healty,24-01-29,C6,1,1
-7.761412970623427,-0.3456379711579432,-0.7478771737564941,Healty,24-01-29,C6,1,8
-4.279694442767558,0.26427060124399476,-0.2121199456471225,Healty,24-01-29,C6,1,9
-1.6747289007727992,0.2748699284334771,0.8629193659365119,Healty,24-01-29,D1,1,1
-1.3426933394247424,0.19471816062635255,0.6932886341871745,Healty,24-01-29,D1,1,2
-2.9862341929218266,0.7278316628884777,-0.010279014168067544,Healty,24-01-29,D1,1,7
1.6207795503871278,0.7865741060480725,0.9276871230344261,Healty,24-01-29,D1,1,8
-3.9225467285547277,-0.41047929811541095,0.05552774723045869,Healty,24-01-29,D3,1,1
-2.689806657925094,0.2056676181518182,0.5396399625925313,Healty,24-01-29,D3,1,7
1.3802357431223158,0.8895944727348921,0.9511897682472437,Healty,24-01-29,D5,1,2
-0.384521977469531,0.7497400881245883,0.6501959794817007,Healty,24-01-29,D5,1,4
1.8223070562401595,0.9569522820244641,0.972023611864556,Healty,24-01-29,D5,1,6
-3.6126392951131834,-0.8256191883493202,0.9468577676328682,Healty,24-01-29,D5,1,7
-3.4484229155437385,0.6104878967879102,-0.43125233191873397,Healty,24-01-29,E2,1,0
-4.4298783585512505,-0.8659789097783493,0.6489115772785543,Healty,24-01-29,E2,1,4
-3.919891331203576,-0.25018910277136697,0.11754671524959422,Healty,24-01-29,E2,1,8
-3.2078763705951867,-0.47732280160082813,0.5048800386299889,Healty,24-01-29,E4,1,0
-4.993365143353701,-1.121776961872437,0.6395449542688795,Healty,24-01-29,E4,1,2
-1.1961009398222358,0.25574969663768504,0.5497419353457071,Healty,24-01-29,E4,1,5
-0.3666325028260576,0.7903666789957391,0.6355266106712326,Healty,24-01-29,E4,1,6
2.228459320555864,0.26228087256477944,1.248408880774137,Healty,24-01-29,E4,1,7
-3.4387243258521654,-0.6996637501733112,0.8778249391843245,Healty,24-01-29,E6,1,3
-4.924416179552543,-0.891888190382915,0.2803818913025521,Healty,24-01-29,E6,1,6
-3.723631618760921,0.006505116591966309,0.41073920959106824,Healty,24-01-29,E6,1,8
-3.1579038717630215,-0.7929087785846136,0.9816397527279613,Healty,24-01-29,F1,1,1
-1.8587077108940602,0.34794980522501096,0.7554202350936207,Healty,24-01-29,F1,1,2
-3.5418322966053446,0.2050858775290882,0.14289729048347294,Healty,24-01-29,F5,1,2
-1.8631120190060404,0.4695571864649147,0.5234758775091511,Healty,24-01-29,F5,1,3
1.7238709953433138,1.0622440214637845,0.49817867854299563,Healty,24-01-29,F5,1,4
1.6296723092530954,0.934505998446637,0.8477407969241639,Healty,24-01-29,G2,1,2
-1.3972616115194982,0.4907469586615288,0.7424733789768818,Healty,24-01-29,G2,1,3
-5.987826066751583,-0.5249431492645549,-0.1087262202284227,Healty,24-01-29,G2,1,4
-2.2749772031253226,0.6664494389948867,0.4400227283613122,Healty,24-01-29,G2,1,5
-4.333751053684926,-1.5486840293132025,1.2313425123225439,Healty,24-01-29,H1,1,1
-3.6389183507869647,-0.16750091662120098,0.23419013590925905,Healty,24-01-29,H1,1,3
-2.1199831557747437,-0.5697961531486674,0.7100455512304563,Healty,24-01-29,H1,1,6
-1.308667477513784,-0.03185201975115174,1.0546464125560044,Healty,24-01-29,H1,1,7
-4.328975330800598,-0.0692143700642561,0.13454978580565677,Healty,24-01-29,I2,1,0
-0.5795626377197962,0.8140787499244933,0.532028477102141,Healty,24-01-29,I2,1,1
-3.814373740669136,-0.08856074795372555,0.3839954289727872,Healty,24-01-29,I2,1,5
0.609457532359443,0.402371461244383,1.1606591619803275,Healty,24-01-29,I4,1,2
-2.9286413232537334,-0.21841917174031167,0.7736899872357519,Healty,24-01-29,I4,1,3
-0.5611561094939541,-0.5582211676892234,1.7420370770541762,Healty,24-01-29,I4,1,6
-3.210682572167766,-0.9891371322640966,1.0357426264844423,Healty,24-01-29,L5,1,3
-3.048566546807121,-0.9120990839144646,1.3940788996641664,Healty,24-01-29,L5,1,4
0.9751883567488079,0.2689589644725936,0.3171535063157778,Healty,24-01-30,A2,1,1
2.0301774458884787,0.27993498723234655,0.07099877090521522,Healty,24-01-30,A2,1,2
1.9289269334249,0.4059938033574118,-0.5782220041165246,Healty,24-01-30,A2,1,3
1.4888060526122142,-0.11370927728674139,0.5589063983536633,Healty,24-01-30,A2,1,4
1.3239619348418956,-0.14172887016267852,0.6719874436945211,Healty,24-01-30,A2,1,5
0.4164514375664876,0.08647747906597548,0.5236337573448673,Healty,24-01-30,A2,1,6
0.5864655140214875,-0.05655986894086785,0.875893693074175,Healty,24-01-30,A2,1,8
-3.3077589897978252,-0.5836938172541181,0.5657768195867924,Healty,24-01-30,A6,1,4
-4.59648712218626,-0.6367451103850745,-0.01609574559007037,Healty,24-01-30,A6,1,6
-2.097097403314499,-0.7343612894933581,-0.21625277062025358,Healty,24-01-30,A6,1,7
5.039844263530481,-0.11997896588204199,-0.06214291655159561,Healty,24-01-30,B1,1,0
4.464253698943768,0.08721364127147219,-0.07570668418532815,Healty,24-01-30,B1,1,3
8.712158918988585,-1.5708119949796264,0.14392725365071088,Healty,24-01-30,B1,1,4
