Run,Iteration,Ratio,Selected Variables,Selected Wavelengths,Accuracy,N components,RMSECV
172,1,1.0,550,550 wavelengths,0.8783783783783784,3.0,True
172,2,0.937972055474286,384,384 wavelengths,0.8783783783783784,3.0,True
172,3,0.879791576850657,319,319 wavelengths,0.8783783783783784,3.0,True
172,4,0.825219913727574,274,274 wavelengths,0.8783783783783784,3.0,True
172,5,0.7740332186973654,239,239 wavelengths,0.8783783783783784,3.0,True
172,6,0.7260215291469454,209,209 wavelengths,0.8783783783783784,3.0,True
172,7,0.6809879060125446,186,186 wavelengths,0.8783783783783784,3.0,True
172,8,0.6387476259557163,176,176 wavelengths,0.8783783783783784,3.0,True
172,9,0.5991274236470037,164,164 wavelengths,0.8918918918918919,3.0,True
172,10,0.5619647810491933,149,149 wavelengths,0.8783783783783784,3.0,True
172,11,0.5271072607848689,141,141 wavelengths,0.8783783783783784,3.0,True
172,12,0.49441188085380394,131,131 wavelengths,0.8783783783783784,3.0,True
172,13,0.4637445281353502,123,123 wavelengths,0.8783783783783784,3.0,True
172,14,0.4349794082700673,119,119 wavelengths,0.8783783783783784,3.0,True
172,15,0.4079985296640637,113,113 wavelengths,0.9459459459459459,3.0,True
172,16,0.38269121949948826,106,106 wavelengths,0.8783783783783784,3.0,True
172,17,0.35895366976589616,97,97 wavelengths,0.9459459459459459,3.0,True
172,18,0.33668851145035567,91,91 wavelengths,0.8783783783783784,3.0,True
172,19,0.3158044151396677,88,88 wavelengths,0.8783783783783784,3.0,True
172,20,0.2962157163964089,82,82 wavelengths,0.8783783783783784,3.0,True
172,21,0.2778420643721278,76,76 wavelengths,0.8783783783783784,3.0,True
172,22,0.2606080922163436,72,72 wavelengths,0.8783783783783784,3.0,True
172,23,0.24444310792939605,67,67 wavelengths,0.9324324324324325,3.0,True
172,24,0.22928080439105833,66,66 wavelengths,0.9324324324324325,3.0,True
172,25,0.2150589873754787,62,62 wavelengths,0.8783783783783784,3.0,True
172,26,0.20171932043679625,61,61 wavelengths,0.8783783783783784,3.0,True
172,27,0.18920708561897795,55,55 wavelengths,0.9459459459459459,3.0,True
172,28,0.17747095900833193,53,53 wavelengths,0.9459459459459459,3.0,True
172,29,0.1664628002080379,51,51 wavelengths,0.9324324324324325,3.0,True
172,30,0.15613745487113867,44,44 wavelengths,0.8918918918918919,3.0,True
172,31,0.14645256948200552,41,41 wavelengths,0.9594594594594594,3.0,True
172,32,0.13736841762652738,35,35 wavelengths,0.8918918918918919,3.0,True
172,33,0.12884773703840405,34,34 wavelengths,0.8918918918918919,3.0,True
172,34,0.12085557675312208,31,31 wavelengths,0.9594594594594594,3.0,True
172,35,0.11335915374265627,30,30 wavelengths,0.8918918918918919,3.0,True
172,36,0.10632771844282492,28,28 wavelengths,0.8918918918918919,3.0,True
172,37,0.09973242862170764,27,27 wavelengths,0.8783783783783784,3.0,True
172,38,0.09354623107174559,25,25 wavelengths,0.8783783783783784,3.0,True
172,39,0.08774375064023773,24,24 wavelengths,0.8918918918918919,3.0,True
172,40,0.082301186143047,22,22 wavelengths,0.8918918918918919,3.0,True
172,41,0.07719621273456559,22,22 wavelengths,0.8918918918918919,3.0,True
172,42,0.07240789033347075,22,22 wavelengths,0.8918918918918919,3.0,True
172,43,0.06791657772864225,20,20 wavelengths,0.8918918918918919,3.0,True
172,44,0.06370385201291369,20,20 wavelengths,0.8918918918918919,3.0,True
172,45,0.059752433014182364,18,18 wavelengths,0.8918918918918919,3.0,True
172,46,0.05604611241390222,17,17 wavelengths,0.8918918918918919,3.0,True
172,47,0.05256968726221077,17,17 wavelengths,0.8918918918918919,3.0,True
172,48,0.04930889761697621,15,15 wavelengths,0.918918918918919,3.0,True
172,49,0.0462503680509663,15,15 wavelengths,0.918918918918919,3.0,True
172,50,0.043381552787207116,12,12 wavelengths,0.8918918918918919,3.0,True
172,51,0.0406906842374829,12,12 wavelengths,0.8918918918918919,3.0,True
172,52,0.03816672473288696,11,11 wavelengths,0.8783783783783784,3.0,True
172,53,0.03579932124842725,11,11 wavelengths,0.8783783783783784,3.0,True
172,54,0.03357876293597159,10,501.751 - 689.301 - 737.734 - 744.246 - 751.169 - 752.896 - 763.223 - 771.36 - 941.147 - 946.982,0.8513513513513513,3.0,True
172,55,0.031495941291337044,9,501.751 - 689.301 - 737.734 - 744.246 - 751.169 - 752.896 - 763.223 - 771.36 - 941.147,0.8513513513513513,3.0,True
172,56,0.029542312792132836,9,501.751 - 689.301 - 737.734 - 744.246 - 751.169 - 752.896 - 763.223 - 771.36 - 941.147,0.8513513513513513,3.0,True
172,57,0.027709863853101133,9,501.751 - 689.301 - 737.734 - 744.246 - 751.169 - 752.896 - 763.223 - 771.36 - 941.147,0.8513513513513513,3.0,True
172,58,0.025991077955205888,9,501.751 - 689.301 - 737.734 - 744.246 - 751.169 - 752.896 - 763.223 - 771.36 - 941.147,0.8513513513513513,3.0,True
172,59,0.024378904813636863,8,501.751 - 689.301 - 737.734 - 751.169 - 752.896 - 763.223 - 771.36 - 941.147,0.8378378378378378,3.0,True
